player1;player2;bot_type;game_number;nodes;depth;move;cache_hits;time;cache_size;move_number;round_number
FINAL1;FINAL2;final1;61.0;471302.0;13.0; (0 , 0): 508;4514.0;494.0;193039.0;33.0;17.0
FINAL1;FINAL2;final1;61.0;377282.0;13.0; (3 , 2): 494;5682.0;526.0;150449.0;35.0;18.0
FINAL1;FINAL2;final1;61.0;296731.0;19.0; (5 , 3): 558;9129.0;479.0;178711.0;37.0;19.0
FINAL1;FINAL2;final1;61.0;323923.0;11.0; (7 , 0): 776;6002.0;497.0;2208.0;39.0;20.0
FINAL1;FINAL2;final1;61.0;313995.0;6.0; (7 , 4): 777;0.0;497.0;291.0;41.0;21.0
FINAL1;FINAL2;final1;61.0;371786.0;4.0; (1 , 8): 791;0.0;497.0;57.0;43.0;22.0
FINAL1;FINAL2;final1;61.0;368635.0;2.0; (1 , 0): 990;0.0;497.0;16.0;45.0;23.0
FINAL1;FINAL2;final1;61.0;1.0;0.0; (0 , 4): 1000000;0.0;0.0;0.0;47.0;24.0
FINAL1;FINAL2;final1;62.0;0.0;0.0; (4 , 1): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;62.0;0.0;0.0; (2 , 1): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;62.0;0.0;0.0; (3 , 6): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;62.0;365583.0;8.0; (3 , 4): 9;664.0;1212.0;89756.0;8.0;4.0
FINAL1;FINAL2;final1;62.0;343652.0;9.0; (0 , 8): 14;895.0;1073.0;64995.0;10.0;5.0
FINAL1;FINAL2;final1;62.0;370340.0;9.0; (0 , 4): 92;1390.0;1025.0;74314.0;12.0;6.0
FINAL1;FINAL2;final1;62.0;553784.0;10.0; (8 , 5): -7;2375.0;369.0;166628.0;14.0;7.0
FINAL1;FINAL2;final1;62.0;398919.0;10.0; (6 , 5): 3;1909.0;191.0;114352.0;16.0;8.0
FINAL1;FINAL2;final1;62.0;307908.0;11.0; (8 , 8): 6;674.0;581.0;106713.0;18.0;9.0
FINAL1;FINAL2;final1;62.0;248738.0;10.0; (1 , 8): 6;799.0;291.0;91151.0;20.0;10.0
FINAL1;FINAL2;final1;62.0;362854.0;10.0; (2 , 7): -150;1804.0;298.0;120620.0;22.0;11.0
FINAL1;FINAL2;final1;62.0;348042.0;11.0; (6 , 7): -12;1185.0;364.0;130437.0;24.0;12.0
FINAL1;FINAL2;final1;62.0;279014.0;10.0; (7 , 0): -154;1350.0;290.0;108590.0;26.0;13.0
FINAL1;FINAL2;final1;62.0;297574.0;12.0; (7 , 1): 25;1761.0;477.0;116178.0;28.0;14.0
FINAL1;FINAL2;final1;62.0;275764.0;10.0; (6 , 1): -120;2602.0;935.0;112726.0;30.0;15.0
FINAL1;FINAL2;final1;62.0;244405.0;10.0; (0 , 0): -72;1859.0;747.0;121448.0;32.0;16.0
FINAL1;FINAL2;final1;63.0;0.0;0.0; (4 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;63.0;0.0;0.0; (0 , 0): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;63.0;0.0;0.0; (5 , 6): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;63.0;462101.0;9.0; (4 , 7): 15;2813.0;1465.0;120297.0;7.0;4.0
FINAL1;FINAL2;final1;63.0;197677.0;10.0; (4 , 1): 142;3023.0;680.0;56913.0;9.0;5.0
FINAL1;FINAL2;final1;63.0;512856.0;10.0; (0 , 8): 388;1963.0;1356.0;143961.0;11.0;6.0
FINAL1;FINAL2;final1;63.0;251396.0;10.0; (5 , 8): 398;1827.0;657.0;73985.0;13.0;7.0
FINAL1;FINAL2;final1;63.0;313633.0;9.0; (2 , 8): 153;1385.0;787.0;84559.0;15.0;8.0
FINAL1;FINAL2;final1;63.0;538090.0;9.0; (6 , 8): 156;3418.0;1565.0;153684.0;17.0;9.0
FINAL1;FINAL2;final1;63.0;386790.0;9.0; (5 , 7): 271;6313.0;1043.0;105789.0;19.0;10.0
FINAL1;FINAL2;final1;63.0;487263.0;11.0; (7 , 1): 383;4670.0;239.0;180184.0;21.0;11.0
FINAL1;FINAL2;final1;63.0;385248.0;13.0; (7 , 2): 504;2799.0;538.0;154636.0;23.0;12.0
FINAL1;FINAL2;final1;63.0;363443.0;15.0; (7 , 0): 943;5961.0;453.0;160656.0;25.0;13.0
FINAL1;FINAL2;final1;63.0;421021.0;11.0; (6 , 6): 732;6902.0;463.0;169525.0;27.0;14.0
FINAL1;FINAL2;final1;63.0;288778.0;12.0; (2 , 2): 752;4657.0;633.0;116114.0;29.0;15.0
FINAL1;FINAL2;final1;63.0;633664.0;17.0; (6 , 7): 966;18086.0;1356.0;423922.0;31.0;16.0
FINAL1;FINAL2;final1;63.0;159164.0;2.0; (0 , 4): 968;0.0;600.0;316.0;33.0;17.0
FINAL1;FINAL2;final1;63.0;264990.0;11.0; (2 , 1): 967;176.0;600.0;2709.0;35.0;18.0
FINAL1;FINAL2;final1;63.0;1.0;0.0; (2 , 0): 1000000;0.0;0.0;0.0;37.0;19.0
FINAL1;FINAL2;final1;64.0;0.0;0.0; (4 , 1): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;64.0;0.0;0.0; (4 , 3): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;64.0;0.0;0.0; (5 , 5): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;64.0;625479.0;9.0; (4 , 0): 126;1534.0;393.0;190714.0;8.0;4.0
FINAL1;FINAL2;final1;64.0;331016.0;11.0; (4 , 6): 364;3714.0;358.0;86536.0;10.0;5.0
FINAL1;FINAL2;final1;64.0;375283.0;9.0; (5 , 8): 140;1394.0;891.0;96963.0;12.0;6.0
FINAL1;FINAL2;final1;64.0;286983.0;11.0; (5 , 2): 372;4968.0;814.0;65965.0;14.0;7.0
FINAL1;FINAL2;final1;64.0;297259.0;10.0; (8 , 1): 483;2945.0;743.0;87678.0;16.0;8.0
FINAL1;FINAL2;final1;64.0;367913.0;11.0; (7 , 8): 409;2164.0;1047.0;85558.0;18.0;9.0
FINAL1;FINAL2;final1;64.0;560000.0;11.0; (8 , 2): 500;2210.0;521.0;169561.0;20.0;10.0
FINAL1;FINAL2;final1;64.0;364626.0;9.0; (6 , 3): 479;2604.0;411.0;105430.0;22.0;11.0
FINAL1;FINAL2;final1;64.0;327555.0;9.0; (0 , 8): 479;2692.0;878.0;97720.0;24.0;12.0
FINAL1;FINAL2;final1;64.0;450023.0;11.0; (0 , 7): 356;3225.0;514.0;148082.0;26.0;13.0
FINAL1;FINAL2;final1;64.0;290126.0;12.0; (0 , 6): 598;4689.0;752.0;105572.0;28.0;14.0
FINAL1;FINAL2;final1;64.0;310819.0;13.0; (6 , 8): 605;6571.0;670.0;114949.0;30.0;15.0
FINAL1;FINAL2;final1;64.0;264986.0;12.0; (7 , 6): 828;5228.0;655.0;117915.0;32.0;16.0
FINAL1;FINAL2;final1;64.0;245196.0;13.0; (2 , 3): 608;5271.0;616.0;91486.0;34.0;17.0
FINAL1;FINAL2;final1;64.0;456191.0;13.0; (2 , 1): 595;13653.0;1024.0;203462.0;36.0;18.0
FINAL1;FINAL2;final1;64.0;348514.0;16.0; (8 , 6): 890;13250.0;888.0;196496.0;38.0;19.0
FINAL1;FINAL2;final1;64.0;398317.0;14.0; (1 , 6): 591;14773.0;781.0;210760.0;40.0;20.0
FINAL1;FINAL2;final1;64.0;371215.0;16.0; (7 , 7): 808;18346.0;695.0;198561.0;42.0;21.0
FINAL1;FINAL2;final1;64.0;413681.0;12.0; (3 , 6): 715;27663.0;600.0;4139.0;44.0;22.0
FINAL1;FINAL2;final1;64.0;1.0;0.0; (8 , 4): 1000000;0.0;0.0;0.0;46.0;23.0
FINAL1;FINAL2;final1;65.0;0.0;0.0; (4 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;65.0;0.0;0.0; (3 , 8): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;65.0;0.0;0.0; (8 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;65.0;557191.0;10.0; (0 , 4): 22;1465.0;447.0;133663.0;7.0;4.0
FINAL1;FINAL2;final1;65.0;330536.0;8.0; (7 , 8): 10;1551.0;954.0;87627.0;9.0;5.0
FINAL1;FINAL2;final1;65.0;364743.0;9.0; (2 , 8): 10;691.0;435.0;81082.0;11.0;6.0
FINAL1;FINAL2;final1;65.0;333781.0;9.0; (3 , 6): 10;788.0;398.0;79550.0;13.0;7.0
FINAL1;FINAL2;final1;65.0;300556.0;9.0; (3 , 7): 100;725.0;194.0;83225.0;15.0;8.0
FINAL1;FINAL2;final1;65.0;366809.0;10.0; (7 , 0): 102;1159.0;365.0;118850.0;17.0;9.0
FINAL1;FINAL2;final1;65.0;343947.0;10.0; (8 , 7): 178;1161.0;587.0;104783.0;19.0;10.0
FINAL1;FINAL2;final1;65.0;252712.0;9.0; (6 , 4): 114;886.0;719.0;66546.0;21.0;11.0
FINAL1;FINAL2;final1;65.0;239680.0;11.0; (8 , 1): 341;1188.0;859.0;64905.0;23.0;12.0
FINAL1;FINAL2;final1;65.0;566013.0;12.0; (4 , 6): 570;3202.0;536.0;212168.0;25.0;13.0
FINAL1;FINAL2;final1;65.0;359773.0;13.0; (7 , 4): 747;4555.0;876.0;121072.0;27.0;14.0
FINAL1;FINAL2;final1;65.0;286644.0;11.0; (2 , 6): 581;3462.0;678.0;101603.0;29.0;15.0
FINAL1;FINAL2;final1;65.0;491453.0;12.0; (6 , 0): 454;6277.0;384.0;221383.0;31.0;16.0
FINAL1;FINAL2;final1;65.0;391951.0;10.0; (0 , 5): 463;4831.0;444.0;145795.0;33.0;17.0
FINAL1;FINAL2;final1;65.0;294827.0;13.0; (4 , 5): 542;5528.0;729.0;110234.0;35.0;18.0
FINAL1;FINAL2;final1;65.0;263502.0;11.0; (5 , 2): 457;5047.0;662.0;106583.0;37.0;19.0
FINAL1;FINAL2;final1;65.0;306734.0;17.0; (4 , 1): 1128;10402.0;483.0;199729.0;39.0;20.0
FINAL1;FINAL2;final1;65.0;229655.0;13.0; (2 , 7): 708;7533.0;170.0;132800.0;41.0;21.0
FINAL1;FINAL2;final1;65.0;202446.0;14.0; (1 , 0): 790;363.0;389.0;5220.0;43.0;22.0
FINAL1;FINAL2;final1;65.0;270994.0;11.0; (1 , 5): 691;54.0;497.0;1704.0;45.0;23.0
FINAL1;FINAL2;final1;65.0;361805.0;6.0; (1 , 6): 807;0.0;497.0;164.0;47.0;24.0
FINAL1;FINAL2;final1;65.0;362992.0;7.0; (5 , 0): 706;7883.0;497.0;210.0;49.0;25.0
FINAL1;FINAL2;final1;65.0;1.0;0.0; (6 , 8): 1000000;0.0;0.0;0.0;51.0;26.0
FINAL1;FINAL2;final1;66.0;0.0;0.0; (4 , 3): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;66.0;0.0;0.0; (5 , 8): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;66.0;0.0;0.0; (8 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;66.0;199262.0;9.0; (8 , 6): 13;510.0;727.0;49978.0;8.0;4.0
FINAL1;FINAL2;final1;66.0;216005.0;10.0; (4 , 0): 309;488.0;853.0;61161.0;10.0;5.0
FINAL1;FINAL2;final1;66.0;225494.0;11.0; (4 , 6): 390;1809.0;823.0;53609.0;12.0;6.0
FINAL1;FINAL2;final1;66.0;565452.0;9.0; (5 , 5): 387;2051.0;1692.0;171386.0;14.0;7.0
FINAL1;FINAL2;final1;66.0;303958.0;9.0; (2 , 8): 287;832.0;850.0;86079.0;16.0;8.0
FINAL1;FINAL2;final1;66.0;703848.0;10.0; (7 , 8): 390;3410.0;188.0;226404.0;18.0;9.0
FINAL1;FINAL2;final1;66.0;247886.0;8.0; (3 , 6): 164;560.0;673.0;61653.0;20.0;10.0
FINAL1;FINAL2;final1;66.0;478222.0;11.0; (3 , 8): 295;2315.0;593.0;153177.0;22.0;11.0
FINAL1;FINAL2;final1;66.0;390645.0;9.0; (0 , 8): 267;2407.0;974.0;136864.0;24.0;12.0
FINAL1;FINAL2;final1;66.0;398471.0;11.0; (2 , 2): 256;1748.0;534.0;132918.0;26.0;13.0
FINAL1;FINAL2;final1;66.0;385745.0;10.0; (7 , 5): 258;2751.0;175.0;129442.0;28.0;14.0
FINAL1;FINAL2;final1;66.0;195127.0;14.0; (7 , 2): 492;1964.0;659.0;78067.0;30.0;15.0
FINAL1;FINAL2;final1;66.0;305524.0;12.0; (3 , 7): 490;5860.0;705.0;155647.0;32.0;16.0
FINAL1;FINAL2;final1;66.0;404657.0;18.0; (0 , 2): 492;18531.0;662.0;158256.0;34.0;17.0
FINAL1;FINAL2;final1;66.0;280200.0;4.0; (0 , 5): 722;3574.0;600.0;1235.0;36.0;18.0
FINAL1;FINAL2;final1;66.0;465022.0;11.0; (2 , 5): 961;22516.0;602.0;5869.0;38.0;19.0
FINAL1;FINAL2;final1;66.0;541028.0;7.0; (1 , 1): 948;7510.0;600.0;250.0;40.0;20.0
FINAL1;FINAL2;final1;66.0;520558.0;5.0; (8 , 1): 949;16788.0;600.0;155.0;42.0;21.0
FINAL1;FINAL2;final1;66.0;686264.0;1.0; (5 , 4): 524;0.0;600.0;4.0;44.0;22.0
FINAL1;FINAL2;final1;66.0;1.0;0.0; (5 , 0): 1000000;0.0;0.0;0.0;46.0;23.0
FINAL1;FINAL2;final1;67.0;0.0;0.0; (4 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;67.0;0.0;0.0; (3 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;67.0;0.0;0.0; (2 , 6): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;67.0;555502.0;10.0; (7 , 4): 29;4446.0;1982.0;129302.0;7.0;4.0
FINAL1;FINAL2;final1;67.0;321814.0;9.0; (7 , 8): 100;2023.0;868.0;75323.0;9.0;5.0
FINAL1;FINAL2;final1;67.0;288636.0;9.0; (4 , 8): 142;1123.0;821.0;84689.0;11.0;6.0
FINAL1;FINAL2;final1;67.0;278345.0;8.0; (7 , 0): 103;416.0;785.0;66015.0;13.0;7.0
FINAL1;FINAL2;final1;67.0;315721.0;12.0; (4 , 0): 505;3357.0;1073.0;103531.0;15.0;8.0
FINAL1;FINAL2;final1;67.0;479060.0;11.0; (0 , 8): 369;6438.0;1342.0;105464.0;17.0;9.0
FINAL1;FINAL2;final1;67.0;390000.0;11.0; (1 , 6): 275;2624.0;894.0;136809.0;19.0;10.0
FINAL1;FINAL2;final1;67.0;298372.0;10.0; (2 , 0): 413;2101.0;669.0;113179.0;21.0;11.0
FINAL1;FINAL2;final1;67.0;566410.0;11.0; (1 , 2): 439;6581.0;535.0;234488.0;23.0;12.0
FINAL1;FINAL2;final1;67.0;382484.0;11.0; (2 , 3): 510;5582.0;994.0;177671.0;25.0;13.0
FINAL1;FINAL2;final1;67.0;260997.0;12.0; (0 , 5): 524;4656.0;610.0;122148.0;27.0;14.0
FINAL1;FINAL2;final1;67.0;328372.0;14.0; (5 , 0): 655;7045.0;678.0;156901.0;29.0;15.0
FINAL1;FINAL2;final1;67.0;353707.0;15.0; (6 , 6): 663;10247.0;699.0;180666.0;31.0;16.0
FINAL1;FINAL2;final1;67.0;328966.0;16.0; (5 , 1): 511;9613.0;628.0;200488.0;33.0;17.0
FINAL1;FINAL2;final1;67.0;329025.0;17.0; (0 , 2): 771;9681.0;600.0;88500.0;35.0;18.0
FINAL1;FINAL2;final1;67.0;365935.0;13.0; (3 , 3): 766;4018.0;600.0;14877.0;37.0;19.0
FINAL1;FINAL2;final1;67.0;451630.0;11.0; (6 , 1): 957;18.0;600.0;1077.0;39.0;20.0
FINAL1;FINAL2;final1;67.0;1.0;0.0; (1 , 4): 1000000;0.0;0.0;0.0;41.0;21.0
FINAL1;FINAL2;final1;68.0;0.0;0.0; (4 , 7): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;68.0;0.0;0.0; (1 , 5): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;68.0;0.0;0.0; (4 , 5): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;68.0;623587.0;9.0; (2 , 4): 4;1380.0;394.0;175190.0;8.0;4.0
FINAL1;FINAL2;final1;68.0;297063.0;8.0; (8 , 5): 18;772.0;186.0;90628.0;10.0;5.0
FINAL1;FINAL2;final1;68.0;303160.0;9.0; (6 , 7): 22;729.0;773.0;84686.0;12.0;6.0
FINAL1;FINAL2;final1;68.0;343562.0;11.0; (4 , 0): 27;3329.0;987.0;89818.0;14.0;7.0
FINAL1;FINAL2;final1;68.0;467423.0;10.0; (4 , 1): 31;1751.0;252.0;145337.0;16.0;8.0
FINAL1;FINAL2;final1;68.0;360391.0;9.0; (4 , 2): 276;1126.0;21.0;136416.0;18.0;9.0
FINAL1;FINAL2;final1;68.0;405706.0;10.0; (1 , 7): 206;1401.0;412.0;129553.0;20.0;10.0
FINAL1;FINAL2;final1;68.0;327459.0;9.0; (8 , 0): 195;1417.0;707.0;111988.0;22.0;11.0
FINAL1;FINAL2;final1;68.0;455460.0;12.0; (0 , 6): 218;2824.0;432.0;186921.0;24.0;12.0
FINAL1;FINAL2;final1;68.0;397635.0;11.0; (6 , 1): 197;2587.0;931.0;146763.0;26.0;13.0
FINAL1;FINAL2;final1;68.0;403352.0;12.0; (8 , 8): 214;5028.0;427.0;174161.0;28.0;14.0
FINAL1;FINAL2;final1;68.0;420466.0;13.0; (6 , 4): 424;4769.0;442.0;182453.0;30.0;15.0
FINAL1;FINAL2;final1;68.0;304194.0;17.0; (0 , 8): 385;6302.0;601.0;67203.0;32.0;16.0
FINAL1;FINAL2;final1;68.0;373093.0;15.0; (2 , 3): 381;6071.0;603.0;29935.0;34.0;17.0
FINAL1;FINAL2;final1;68.0;1.0;0.0; (2 , 5): 1000000;0.0;0.0;0.0;36.0;18.0
FINAL1;FINAL2;final1;69.0;0.0;0.0; (4 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;69.0;0.0;0.0; (6 , 8): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;69.0;0.0;0.0; (7 , 2): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;69.0;627994.0;9.0; (4 , 8): 135;2051.0;1937.0;185465.0;7.0;4.0
FINAL1;FINAL2;final1;69.0;358570.0;9.0; (5 , 2): 141;527.0;135.0;112893.0;9.0;5.0
FINAL1;FINAL2;final1;69.0;365120.0;10.0; (6 , 4): 119;520.0;381.0;82895.0;11.0;6.0
FINAL1;FINAL2;final1;69.0;336157.0;9.0; (0 , 4): 94;436.0;191.0;81242.0;13.0;7.0
FINAL1;FINAL2;final1;69.0;316528.0;10.0; (5 , 4): 29;546.0;570.0;78454.0;15.0;8.0
FINAL1;FINAL2;final1;69.0;311266.0;9.0; (7 , 4): 98;741.0;343.0;80986.0;17.0;9.0
FINAL1;FINAL2;final1;69.0;291509.0;8.0; (1 , 8): 28;562.0;153.0;81629.0;19.0;10.0
FINAL1;FINAL2;final1;69.0;270317.0;8.0; (1 , 6): 87;741.0;91.0;81803.0;21.0;11.0
FINAL1;FINAL2;final1;69.0;287893.0;9.0; (0 , 2): 96;778.0;234.0;73649.0;23.0;12.0
FINAL1;FINAL2;final1;69.0;203804.0;10.0; (1 , 7): 219;692.0;351.0;76528.0;25.0;13.0
FINAL1;FINAL2;final1;69.0;285466.0;11.0; (0 , 6): 366;1921.0;976.0;67317.0;27.0;14.0
FINAL1;FINAL2;final1;69.0;353880.0;11.0; (6 , 3): 673;4783.0;216.0;122342.0;29.0;15.0
FINAL1;FINAL2;final1;69.0;219153.0;11.0; (4 , 3): 343;2665.0;654.0;66157.0;31.0;16.0
FINAL1;FINAL2;final1;69.0;343779.0;11.0; (2 , 2): 408;4779.0;993.0;104141.0;33.0;17.0
FINAL1;FINAL2;final1;69.0;349185.0;12.0; (7 , 6): 681;9213.0;874.0;193318.0;35.0;18.0
FINAL1;FINAL2;final1;69.0;248461.0;14.0; (5 , 6): 382;1671.0;600.0;21662.0;37.0;19.0
FINAL1;FINAL2;final1;69.0;409875.0;9.0; (3 , 8): 293;21964.0;600.0;1091.0;39.0;20.0
FINAL1;FINAL2;final1;69.0;480894.0;7.0; (3 , 6): 391;5340.0;600.0;96.0;41.0;21.0
FINAL1;FINAL2;final1;69.0;477984.0;4.0; (3 , 3): 129;0.0;600.0;42.0;43.0;22.0
FINAL1;FINAL2;final1;69.0;449697.0;4.0; (3 , 0): 72;0.0;566.0;30.0;45.0;23.0
FINAL1;FINAL2;final1;70.0;0.0;0.0; (4 , 6): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;70.0;0.0;0.0; (1 , 6): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;70.0;0.0;0.0; (8 , 3): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;70.0;163202.0;8.0; (8 , 4): 13;775.0;640.0;38768.0;8.0;4.0
FINAL1;FINAL2;final1;70.0;146879.0;10.0; (7 , 4): 322;1029.0;876.0;44130.0;10.0;5.0
FINAL1;FINAL2;final1;70.0;135934.0;10.0; (1 , 8): -3;187.0;606.0;47699.0;12.0;6.0
FINAL1;FINAL2;final1;70.0;297621.0;10.0; (2 , 2): -4;559.0;981.0;82617.0;14.0;7.0
FINAL1;FINAL2;final1;70.0;263397.0;9.0; (8 , 0): -3;483.0;733.0;77666.0;16.0;8.0
FINAL1;FINAL2;final1;70.0;346432.0;10.0; (6 , 5): 22;1353.0;1271.0;104109.0;18.0;9.0
FINAL1;FINAL2;final1;70.0;312650.0;10.0; (6 , 3): 14;1141.0;1054.0;91881.0;20.0;10.0
FINAL1;FINAL2;final1;70.0;635265.0;9.0; (6 , 4): 234;2934.0;2048.0;217399.0;22.0;11.0
FINAL1;FINAL2;final1;70.0;245902.0;11.0; (7 , 0): 32;1129.0;602.0;95020.0;24.0;12.0
FINAL1;FINAL2;final1;70.0;588454.0;13.0; (1 , 7): 91;6265.0;1551.0;275346.0;26.0;13.0
FINAL1;FINAL2;final1;70.0;347699.0;18.0; (2 , 0): 330;9949.0;626.0;266669.0;28.0;14.0
FINAL1;FINAL2;final1;70.0;360210.0;18.0; (7 , 8): 663;6533.0;602.0;162895.0;30.0;15.0
FINAL1;FINAL2;final1;70.0;426414.0;12.0; (5 , 0): 60;11575.0;601.0;3962.0;32.0;16.0
FINAL1;FINAL2;final1;70.0;428708.0;8.0; (2 , 1): 255;3.0;600.0;478.0;34.0;17.0
FINAL1;FINAL2;final1;70.0;510768.0;3.0; (5 , 4): 55;0.0;600.0;36.0;36.0;18.0
FINAL1;FINAL2;final1;70.0;480962.0;3.0; (5 , 8): 328;0.0;600.0;25.0;38.0;19.0
FINAL1;FINAL2;final1;70.0;1.0;0.0; (8 , 8): 1000000;0.0;0.0;0.0;40.0;20.0
FINAL1;FINAL2;final1;71.0;0.0;0.0; (4 , 4): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;71.0;0.0;0.0; (7 , 1): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;71.0;0.0;0.0; (1 , 0): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;71.0;593803.0;10.0; (4 , 6): 133;1918.0;533.0;149181.0;7.0;4.0
FINAL1;FINAL2;final1;71.0;192655.0;10.0; (4 , 2): 147;2855.0;898.0;56052.0;9.0;5.0
FINAL1;FINAL2;final1;71.0;355436.0;10.0; (8 , 8): 162;1727.0;313.0;93100.0;11.0;6.0
FINAL1;FINAL2;final1;71.0;205470.0;11.0; (2 , 0): 373;3206.0;760.0;41689.0;13.0;7.0
FINAL1;FINAL2;final1;71.0;341269.0;11.0; (8 , 7): 749;2714.0;407.0;101606.0;15.0;8.0
FINAL1;FINAL2;final1;71.0;213090.0;11.0; (8 , 6): 490;1628.0;821.0;45518.0;17.0;9.0
FINAL1;FINAL2;final1;71.0;344966.0;9.0; (7 , 2): 487;2095.0;1042.0;104463.0;19.0;10.0
FINAL1;FINAL2;final1;71.0;294746.0;10.0; (3 , 2): 644;1126.0;909.0;101302.0;21.0;11.0
FINAL1;FINAL2;final1;71.0;258322.0;9.0; (1 , 5): 500;1795.0;825.0;82907.0;23.0;12.0
FINAL1;FINAL2;final1;71.0;470882.0;11.0; (1 , 3): 524;3019.0;353.0;144430.0;25.0;13.0
FINAL1;FINAL2;final1;71.0;238042.0;11.0; (1 , 7): 755;1797.0;641.0;71973.0;27.0;14.0
FINAL1;FINAL2;final1;71.0;300902.0;11.0; (3 , 6): 529;2038.0;803.0;86565.0;29.0;15.0
FINAL1;FINAL2;final1;71.0;406762.0;12.0; (3 , 4): 729;5248.0;497.0;188902.0;31.0;16.0
FINAL1;FINAL2;final1;71.0;362921.0;14.0; (6 , 1): 1175;6041.0;536.0;163883.0;33.0;17.0
FINAL1;FINAL2;final1;71.0;202278.0;11.0; (2 , 7): 726;3428.0;662.0;85116.0;35.0;18.0
FINAL1;FINAL2;final1;71.0;282064.0;13.0; (6 , 2): 986;7448.0;752.0;134516.0;37.0;19.0
FINAL1;FINAL2;final1;71.0;270884.0;18.0; (6 , 0): 1174;11928.0;492.0;126305.0;39.0;20.0
FINAL1;FINAL2;final1;71.0;271690.0;12.0; (1 , 6): 969;10566.0;496.0;2063.0;41.0;21.0
FINAL1;FINAL2;final1;71.0;1.0;0.0; (7 , 0): 1000000;0.0;0.0;0.0;43.0;22.0
FINAL1;FINAL2;final1;72.0;0.0;0.0; (4 , 8): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;72.0;0.0;0.0; (4 , 2): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;72.0;0.0;0.0; (2 , 5): -2147483648;0.0;0.0;0.0;0.0;0.0
FINAL1;FINAL2;final1;72.0;259112.0;8.0; (8 , 2): 10;695.0;1111.0;59977.0;8.0;4.0
FINAL1;FINAL2;final1;72.0;188556.0;8.0; (0 , 4): 13;169.0;665.0;53353.0;10.0;5.0
FINAL1;FINAL2;final1;72.0;315825.0;8.0; (6 , 8): 20;524.0;966.0;84024.0;12.0;6.0
FINAL1;FINAL2;final1;72.0;265391.0;9.0; (8 , 0): 106;820.0;905.0;70738.0;14.0;7.0
FINAL1;FINAL2;final1;72.0;287668.0;10.0; (8 , 1): 288;746.0;985.0;92033.0;16.0;8.0
FINAL1;FINAL2;final1;72.0;194658.0;10.0; (4 , 5): 483;1683.0;606.0;61537.0;18.0;9.0
FINAL1;FINAL2;final1;72.0;297830.0;9.0; (6 , 5): 473;1947.0;897.0;86226.0;20.0;10.0
FINAL1;FINAL2;final1;72.0;859337.0;11.0; (1 , 2): 763;11549.0;506.0;271116.0;22.0;11.0
FINAL1;FINAL2;final1;72.0;308180.0;10.0; (1 , 5): 463;3019.0;862.0;105468.0;24.0;12.0
FINAL1;FINAL2;final1;72.0;332111.0;9.0; (0 , 5): 456;2444.0;955.0;103224.0;26.0;13.0
FINAL1;FINAL2;final1;72.0;1.0;0.0; (0 , 3): 1000000;0.0;0.0;0.0;28.0;14.0
