player1;player2;game_number;playerId;winnerId;wonMacroFieldsP1;wonMacroFieldsP2;macroBoard;mBoard
CONTEST;RANDOM;40.0;2.0;0.0;3.0;5.0; 1,2,2,2,1,1,2,0,2; 2,2,1,2,0,1,0,2,0,1,1,1,0,2,0,0,2,0,1,1,2,0,0,2,0,2,0,1,0,1,0,0,0,2,1,1,2,2,2,1,1,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,1,2,1,1,2,0,1,2,2,2,1,2,2,2,1,2,0,0,0,2,2,1,2,0,1
CONTEST;RANDOM;41.0;1.0;0.0;4.0;3.0; 1,0,1,0,2,1,1,2,2; 0,1,0,2,1,2,1,0,0,0,1,0,1,1,2,0,1,2,0,1,0,2,2,1,0,0,1,2,1,1,0,1,2,1,0,0,1,2,2,0,2,2,0,1,0,2,1,1,2,0,1,0,0,1,2,2,0,2,0,2,2,2,0,0,2,0,1,0,2,2,1,0,1,1,1,0,0,2,2,1,2
CONTEST;RANDOM;42.0;2.0;2.0;3.0;5.0; 1,2,-1,2,2,1,2,2,1; 0,1,2,2,2,2,1,2,2,0,1,0,1,2,1,1,1,2,0,1,1,1,1,2,2,1,0,0,0,2,2,1,0,2,2,0,0,1,2,1,2,0,1,2,2,0,0,2,1,1,2,1,1,1,2,0,0,2,0,0,1,0,1,1,2,0,0,2,0,0,1,0,0,0,2,0,0,2,1,1,2
CONTEST;RANDOM;43.0;1.0;1.0;6.0;3.0; 1,1,2,1,2,1,1,1,2; 0,0,1,0,0,0,2,2,2,0,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,2,0,1,2,1,0,0,2,2,2,1,2,1,1,2,2,2,0,1,1,0,2,1,0,0,0,2,2,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2,2,0,1,1,1,1,2,2,1
CONTEST;RANDOM;44.0;2.0;2.0;1.0;5.0; 2,2,2,-1,1,-1,2,-1,2; 2,0,1,1,1,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,1,2,0,2,0,1,2,1,0,1,1,1,1,0,1,0,2,0,1,0,2,1,1,0,0,2,1,0,2,0,0,2,1,0,2,0,1,0,0,0,1,1,2,0,0,1,2,2,2,2,2,0,1,0,0,1,1,2,1
CONTEST;RANDOM;45.0;1.0;2.0;3.0;4.0; 2,1,1,0,2,-1,1,2,2; 1,0,2,1,0,0,0,2,2,0,0,2,0,1,0,0,0,0,2,1,2,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,0,1,2,0,1,2,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,2,2,0,1,2,1,0,2,0,2,0,0,2,2,2,1,1,1,2,0,0,0,0,2
CONTEST;RANDOM;46.0;2.0;0.0;3.0;4.0; 2,0,2,1,0,1,1,2,2; 2,0,0,1,2,1,2,0,0,2,0,0,1,2,1,0,2,0,2,1,0,2,1,2,0,0,2,1,1,1,1,2,1,1,2,0,0,0,0,1,2,2,1,2,0,0,0,0,2,1,1,1,1,2,1,1,1,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,2,1,0,2,0,0,1,1,2
CONTEST;RANDOM;47.0;1.0;1.0;6.0;3.0; 1,2,1,1,2,1,2,1,1; 2,0,1,2,1,2,0,0,0,0,1,0,2,1,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,2,0,2,2,2,2,1,1,1,1,1,1,2,2,2,0,1,2,0,2,0,1,2,1,0,2,2,0,2,0,1,0,0,1,0,1,2,2,0,1,0,0,2,1
CONTEST;RANDOM;48.0;2.0;1.0;4.0;5.0; 1,2,2,1,1,2,2,2,1; 1,1,1,0,1,2,2,1,1,2,2,0,1,2,0,0,2,0,1,1,2,2,2,2,0,0,2,2,2,0,1,1,2,0,0,0,2,1,1,1,0,0,2,2,2,1,1,1,1,1,0,0,0,2,2,0,0,2,0,1,1,1,1,0,2,0,2,2,1,0,0,1,0,0,2,1,0,2,1,0,0
CONTEST;RANDOM;49.0;1.0;0.0;4.0;3.0; 0,1,2,1,2,2,1,1,0; 1,2,2,0,0,0,2,0,0,2,1,1,1,1,1,2,1,0,1,1,2,0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,1,1,1,2,1,0,0,2,0,2,0,0,2,2,2,0,2,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,1,2,1,1,1,2,0,0,0,1,1,2,2
CONTEST;RANDOM;50.0;2.0;2.0;1.0;6.0; -1,2,-1,2,1,2,2,2,2; 1,1,0,2,0,0,2,1,2,1,0,2,0,2,0,1,1,0,2,1,2,0,0,2,1,2,1,0,0,2,1,0,1,0,1,2,0,0,2,1,0,1,0,2,1,0,0,2,1,0,0,2,0,1,2,2,0,2,2,2,1,1,2,0,2,0,1,2,1,1,2,0,1,2,1,1,2,1,2,1,0
CONTEST;RANDOM;51.0;1.0;1.0;6.0;2.0; 1,1,1,1,2,-1,2,1,1; 1,2,0,0,1,1,0,0,1,2,1,2,2,1,2,2,1,0,2,0,1,1,2,1,1,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,1,2,2,2,1,1,1,1,0,0,2,1,2,2,1,2,2,0,1,0,0,0,2,2,2,1,0,1,2,2,2,0,2,0,0,0,1,2,1,1,1
CONTEST;RANDOM;52.0;2.0;1.0;4.0;3.0; 1,2,-1,2,1,0,2,1,1; 2,0,1,0,0,2,0,1,2,1,1,2,0,2,0,1,0,1,1,0,2,2,0,0,2,2,0,2,0,0,1,1,2,0,0,1,0,2,0,0,1,1,1,2,0,0,0,2,1,1,0,0,2,2,0,0,0,1,1,1,1,1,1,2,2,2,0,2,0,0,2,0,1,2,1,1,2,2,0,1,0
CONTEST;RANDOM;53.0;1.0;1.0;4.0;4.0; 1,1,1,-1,2,2,1,2,2; 0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,0,2,0,0,1,2,1,1,1,1,1,1,0,1,2,2,2,0,0,2,0,2,2,0,1,0,0,1,2,1,1,0,0,2,2,1,1,2,0,0,1,2,2,2,2,0,2,0,2,1,2,1,0,2,1,0,2,2,1,0,0,1,2,0,0
CONTEST;RANDOM;54.0;2.0;0.0;2.0;5.0; 0,2,2,2,1,1,2,0,2; 2,1,1,1,2,0,0,1,2,1,2,2,0,2,0,1,0,2,1,2,1,0,2,0,0,0,2,1,1,0,0,0,1,0,0,1,2,2,2,1,0,1,0,0,2,1,1,2,0,0,1,1,1,1,0,0,0,2,1,2,0,0,0,2,2,2,1,1,2,2,2,2,0,0,0,1,2,1,0,0,1
CONTEST;RANDOM;55.0;1.0;0.0;5.0;3.0; 0,1,2,1,2,1,1,2,1; 1,2,1,0,0,1,0,0,2,2,1,2,0,1,2,0,2,0,2,1,2,1,0,0,2,0,2,1,0,0,0,2,0,0,0,1,0,1,0,2,1,2,0,1,0,0,0,1,2,2,2,1,0,0,1,0,0,2,0,1,0,1,0,0,1,0,2,1,2,2,1,0,0,0,1,2,1,2,2,1,0
CONTEST;RANDOM;56.0;2.0;1.0;4.0;5.0; 2,2,1,2,1,1,1,2,2; 0,0,2,0,0,0,2,1,2,1,2,0,2,2,2,0,1,1,2,0,0,0,0,0,2,1,1,2,0,0,1,0,0,1,1,2,1,2,0,0,1,0,1,1,2,0,0,2,0,0,1,1,2,0,0,1,1,0,1,1,0,1,2,0,1,1,0,0,0,0,2,0,0,1,2,2,2,2,2,0,0
CONTEST;RANDOM;57.0;1.0;1.0;5.0;3.0; 1,2,2,1,1,1,-1,1,2; 0,0,0,2,0,0,0,0,1,0,2,0,2,0,0,0,0,2,1,1,1,2,0,0,2,2,2,0,0,1,1,0,0,2,1,2,0,0,1,1,0,0,0,1,1,2,0,1,1,2,0,1,1,2,2,1,1,1,0,0,2,0,0,2,0,2,2,1,0,0,2,0,1,2,1,0,0,1,0,0,2
CONTEST;RANDOM;58.0;2.0;0.0;4.0;5.0; 2,1,2,2,1,2,1,2,1; 0,2,0,1,1,1,1,2,1,2,2,0,0,2,0,1,2,0,0,2,0,2,0,0,2,2,1,1,0,2,1,0,0,1,0,1,0,0,2,0,0,1,0,2,0,0,0,2,1,1,1,2,2,2,1,2,2,2,0,1,1,1,2,1,2,1,1,2,1,1,0,2,1,1,2,2,1,2,1,2,1
CONTEST;RANDOM;59.0;1.0;1.0;5.0;2.0; 1,1,1,-1,2,0,1,2,1; 1,1,1,1,2,1,0,0,1,0,2,2,2,1,2,0,1,0,0,2,0,1,1,2,1,2,0,2,2,0,0,2,2,2,1,2,0,1,1,0,0,2,2,1,1,2,1,2,2,2,2,1,2,1,1,0,0,2,2,2,1,0,0,2,1,0,0,1,1,1,0,0,2,0,1,1,1,2,1,1,2
CONTEST;RANDOM;60.0;2.0;2.0;1.0;6.0; 2,-1,2,2,1,2,2,2,-1; 2,2,1,1,2,1,2,0,2,2,1,1,1,0,1,1,0,1,2,1,2,0,1,0,2,2,2,0,2,0,1,0,1,0,0,2,0,2,0,1,2,1,1,2,0,0,2,0,0,0,1,2,0,0,1,2,1,2,0,1,0,2,1,0,2,0,1,2,1,0,2,0,1,2,0,0,0,2,1,0,1
CONTEST;RANDOM;61.0;1.0;2.0;5.0;4.0; 2,1,1,1,2,1,2,1,2; 0,0,0,0,0,0,1,0,0,2,2,2,0,2,0,0,1,0,1,2,0,1,1,1,0,0,1,0,1,0,1,2,2,0,0,0,0,1,0,2,2,0,0,1,0,0,1,0,1,2,0,1,1,1,0,2,2,2,2,0,1,2,2,2,2,2,0,1,0,2,1,0,1,2,1,1,1,1,2,2,2
CONTEST;RANDOM;62.0;2.0;2.0;2.0;6.0; 2,2,2,2,1,0,2,1,2; 1,1,2,2,0,0,0,0,2,2,1,2,0,2,0,0,2,0,1,2,2,0,0,2,2,1,0,2,0,0,0,1,1,2,1,1,0,2,0,1,1,0,1,2,2,0,0,2,0,1,1,1,2,1,0,0,1,1,1,1,2,1,1,0,1,0,1,2,2,1,2,1,2,2,2,0,0,2,0,1,2
CONTEST;RANDOM;63.0;1.0;1.0;6.0;2.0; 1,1,1,-1,2,1,1,1,2; 1,0,0,2,2,1,0,0,1,0,1,0,2,2,0,0,1,0,2,0,1,1,1,1,1,2,0,0,1,2,2,0,2,1,0,0,1,0,2,2,0,0,0,1,0,1,1,0,2,0,2,0,0,1,1,0,0,0,2,2,2,2,2,0,1,0,2,0,0,0,1,2,2,2,1,1,1,1,2,0,0
CONTEST;RANDOM;64.0;2.0;2.0;3.0;5.0; 2,2,2,-1,1,1,2,2,1; 2,0,0,2,2,0,2,0,0,0,2,1,1,2,1,1,2,0,1,0,2,2,1,2,1,1,2,2,1,0,1,1,1,1,0,2,0,2,2,0,0,0,1,1,2,2,2,0,1,2,0,2,0,1,1,0,2,2,2,2,0,0,1,1,1,2,1,0,1,0,2,1,0,1,2,1,0,1,2,0,1
CONTEST;RANDOM;65.0;1.0;0.0;5.0;3.0; 1,0,1,2,2,1,1,1,2; 1,0,0,2,1,1,2,1,2,0,1,0,1,1,2,0,1,2,2,0,1,2,2,1,0,1,0,0,1,1,1,2,0,1,0,0,2,2,2,1,2,2,0,1,0,0,0,2,0,2,2,0,0,1,2,2,0,2,0,1,0,0,2,0,1,0,2,1,0,0,1,0,1,1,1,1,2,0,2,2,2
CONTEST;RANDOM;66.0;2.0;0.0;4.0;5.0; 1,2,2,2,1,1,1,2,2; 2,1,0,0,2,1,2,1,0,1,2,2,0,2,0,0,2,0,1,1,1,0,2,0,0,0,2,2,0,1,0,1,1,2,1,1,2,1,0,0,1,0,2,2,1,2,1,2,2,1,2,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,0,2,0,2,2,2,0,1,0,2,1,0,0,0,1
CONTEST;RANDOM;67.0;1.0;2.0;4.0;4.0; 2,1,1,2,2,1,-1,1,2; 2,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,2,2,2,2,2,2,2,0,1,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,2,0,1,1,1,1,2,1,2,0,2,0,0,0,1,2,1
CONTEST;RANDOM;68.0;2.0;2.0;2.0;6.0; 0,2,2,2,1,2,2,1,2; 2,1,1,0,1,2,2,2,2,1,2,2,0,2,0,0,1,1,1,2,1,2,0,0,0,0,2,2,0,0,1,1,1,0,1,1,1,2,0,1,1,0,2,2,2,0,0,2,0,2,0,2,2,1,2,0,0,1,1,1,2,0,1,2,1,1,0,1,0,1,2,1,2,0,1,0,2,0,0,0,2
CONTEST;RANDOM;69.0;1.0;1.0;5.0;2.0; 0,1,2,1,1,-1,2,1,1; 1,2,1,1,0,1,2,2,2,2,2,1,0,1,1,0,0,0,2,1,2,1,2,2,1,2,0,0,1,0,2,0,1,1,2,2,2,1,1,0,1,2,2,1,1,0,1,0,1,2,2,2,2,0,2,0,0,1,0,1,1,0,0,0,2,0,0,1,0,2,1,0,1,2,2,1,0,2,0,0,1
CONTEST;RANDOM;70.0;2.0;1.0;3.0;6.0; 1,2,2,2,1,2,2,2,1; 1,1,2,0,0,2,2,1,1,1,1,2,0,0,2,0,2,0,0,0,1,0,0,2,1,1,2,2,0,0,0,0,1,2,2,2,0,2,0,0,1,0,1,1,2,0,0,2,1,0,0,1,0,1,0,0,2,0,1,2,0,0,0,0,2,0,0,0,2,1,1,1,2,1,0,0,0,2,1,1,2
CONTEST;RANDOM;71.0;1.0;2.0;6.0;3.0; 2,1,1,1,2,1,1,1,2; 0,2,2,0,1,2,0,0,1,0,2,2,2,1,1,0,1,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,2,1,2,0,1,0,0,0,1,2,2,2,2,0,1,0,0,2,1,1,0,0,0,2,2,1,0,2,1,2,0,2,2,1,1,1,0,2,1,2,0,1
CONTEST;RANDOM;72.0;2.0;2.0;4.0;5.0; 2,2,2,1,1,2,2,1,1; 0,0,0,1,2,1,2,0,0,0,0,0,2,2,1,0,2,0,2,2,2,2,2,2,0,0,2,0,2,1,1,1,1,2,0,0,2,1,0,0,0,1,0,2,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,2,2,2,0,1,2,0,2,1,1,0,0,1,0,2,1,1,1
CONTEST;RANDOM;73.0;1.0;1.0;6.0;2.0; 1,1,1,1,2,1,2,1,0; 1,0,0,2,1,2,1,0,0,0,1,2,2,1,2,1,2,0,0,0,1,1,1,1,1,0,0,1,2,0,2,0,2,0,0,0,0,1,2,2,1,2,1,1,1,2,0,1,0,2,2,0,0,2,0,2,0,0,0,1,2,1,2,1,1,2,0,0,1,2,1,2,2,2,2,0,0,1,1,2,1
CONTEST;RANDOM;74.0;2.0;0.0;4.0;5.0; 2,2,1,1,1,2,2,1,2; 0,2,0,1,0,0,2,1,2,0,2,0,1,2,1,2,1,0,1,2,0,2,2,2,0,1,1,0,0,1,0,1,2,0,0,1,2,1,1,0,1,0,2,2,2,0,0,1,1,1,2,1,1,0,0,0,2,1,0,2,0,0,1,1,2,0,1,2,1,2,2,2,2,0,1,1,2,2,2,1,1
CONTEST;RANDOM;75.0;1.0;1.0;5.0;4.0; 1,1,1,1,2,2,2,2,1; 1,2,2,0,1,0,0,0,1,1,1,1,0,1,0,0,1,2,1,2,2,0,1,0,1,0,2,1,0,0,2,2,0,2,0,2,2,1,2,2,1,0,0,2,1,0,0,1,2,0,0,2,1,0,2,2,2,1,2,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,2,0,1,0,2
CONTEST;RANDOM;76.0;2.0;2.0;2.0;6.0; 2,2,0,2,1,2,2,1,2; 0,0,2,1,2,0,1,1,2,0,2,0,0,2,0,2,1,1,2,0,0,1,2,0,1,2,2,1,2,2,1,1,0,0,0,2,2,2,1,1,0,0,0,0,2,1,2,2,1,1,0,1,1,2,0,1,0,1,1,1,1,1,0,2,2,2,1,2,0,0,1,0,0,0,0,1,2,1,2,2,2
CONTEST;RANDOM;77.0;1.0;0.0;5.0;4.0; 1,2,1,1,2,1,2,1,2; 0,1,0,2,2,1,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,2,1,1,0,1,0,0,0,2,2,0,2,1,0,0,0,2,0,1,2,2,0,1,0,1,1,1,1,0,2,0,0,1,2,2,2,2,0,2,2,2,2,0,1,0,2,2,0,0,0,2,0,0,0,1,1,1,0,2,1
CONTEST;RANDOM;78.0;2.0;2.0;3.0;6.0; 2,2,1,1,1,2,2,2,2; 2,1,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,1,0,0,2,2,0,0,2,0,1,1,1,1,1,1,1,1,0,2,2,2,1,0,2,0,2,1,2,2,1,2,0,1,0,1,1,2,0,0,2,0,1,2,0,0,2,1,1,2,2,2,1,1,1,2,1,0,2,2,2,1,1,0,2
CONTEST;RANDOM;79.0;1.0;0.0;5.0;3.0; 1,1,2,0,2,1,1,1,2; 1,2,1,0,0,0,2,0,1,0,1,2,0,0,0,0,2,0,1,2,2,1,1,1,2,0,2,1,2,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,1,2,2,2,1,1,1,1,2,0,2,0,1,2,2,2,0,1,2,1,1,2,2,1,0,0,2,1,1,1,2,0,2,1
CONTEST;RANDOM;80.0;2.0;1.0;4.0;5.0; 1,1,2,2,1,2,2,2,1; 0,2,0,0,1,0,2,0,0,1,2,0,2,1,1,0,2,0,1,1,1,0,1,0,1,0,2,0,2,2,1,2,1,2,0,1,1,2,0,0,2,1,0,2,0,2,1,2,1,1,1,0,0,2,0,0,2,2,0,0,0,0,1,0,2,0,0,2,0,1,1,1,2,1,1,0,0,2,2,1,2
CONTEST;RANDOM;81.0;1.0;2.0;4.0;3.0; 1,0,1,1,1,-1,2,2,2; 0,0,0,2,1,2,2,0,1,0,2,0,2,2,1,0,1,0,1,1,1,1,2,1,1,0,2,0,0,1,2,1,2,2,1,2,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,2,0,0,2,0,0,1,0,1,0,2,0,2,2,0,2,2,2,1,0,2,0,0,2,1,1,2
CONTEST;RANDOM;82.0;2.0;0.0;4.0;5.0; 2,1,2,2,1,2,1,2,1; 0,0,2,0,2,0,0,0,0,0,2,1,1,1,1,0,1,0,2,0,0,2,1,2,2,2,2,0,2,0,1,0,1,2,0,0,2,0,1,0,2,1,0,2,0,2,2,2,0,2,1,0,0,2,1,0,1,1,1,2,1,1,1,1,1,1,1,0,2,1,2,1,2,1,2,2,1,2,1,1,2
CONTEST;RANDOM;83.0;1.0;1.0;5.0;3.0; 2,1,1,2,2,0,1,1,1; 1,2,2,1,0,0,0,1,0,2,1,2,1,1,1,0,1,0,2,1,2,2,0,0,0,1,0,1,0,2,0,0,2,2,2,1,1,2,2,0,0,2,1,1,2,2,0,0,2,0,2,2,1,1,0,0,1,1,2,0,1,0,2,0,1,0,1,1,2,0,1,2,1,0,2,1,2,2,0,0,1
CONTEST;RANDOM;84.0;2.0;2.0;3.0;6.0; 2,2,2,2,1,2,2,1,1; 1,1,2,2,0,0,2,0,0,2,2,1,0,2,0,0,2,0,2,1,2,0,0,2,0,0,2,1,0,0,2,1,1,0,1,2,2,2,2,1,1,0,1,2,0,1,0,1,1,0,1,2,0,0,0,0,2,1,1,2,0,1,1,0,1,2,1,2,1,2,2,1,0,1,2,1,2,0,0,0,1
CONTEST;RANDOM;85.0;1.0;1.0;6.0;3.0; 2,1,1,1,2,1,1,2,1; 0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,1,1,2,0,0,2,2,1,1,2,0,1,0,0,0,0,2,1,1,1,0,1,2,2,2,1,2,1,1,2,0,1,2,2,0,0,1,2,1,2,1,1,2,2,1,2,2,0,1,2,1,2,1,0,2
CONTEST;RANDOM;86.0;2.0;2.0;3.0;6.0; 1,2,2,2,1,2,1,2,2; 1,1,1,0,0,2,2,0,0,0,1,2,0,2,0,0,2,0,2,1,0,2,0,0,0,0,2,2,0,1,0,1,1,2,1,1,2,2,0,1,1,0,1,2,1,2,0,1,1,2,0,2,1,2,2,1,1,2,0,0,0,0,2,1,2,2,2,0,0,0,2,0,1,1,1,2,1,1,2,0,1
CONTEST;RANDOM;87.0;1.0;2.0;6.0;3.0; 1,1,2,1,2,1,2,1,1; 0,1,0,0,1,1,0,2,0,0,1,0,1,1,2,0,2,2,0,1,0,1,2,2,0,2,1,2,1,0,2,2,2,0,0,0,0,1,0,2,0,0,1,1,1,0,1,2,0,2,2,0,0,0,2,2,2,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,2,0,2,1,0,0,1,0,2
CONTEST;RANDOM;88.0;2.0;2.0;2.0;5.0; 2,0,2,2,1,2,2,0,1; 2,0,0,1,2,1,2,1,0,0,2,1,2,2,1,0,2,0,0,0,2,2,1,2,0,0,2,1,1,0,0,0,1,0,0,2,2,2,1,1,0,1,0,1,2,2,2,2,1,2,1,0,0,2,2,0,0,1,2,1,1,1,1,1,2,1,2,1,1,0,2,1,0,1,2,2,1,2,1,0,0
CONTEST;RANDOM;89.0;1.0;0.0;5.0;3.0; 1,1,0,1,2,1,2,1,2; 0,1,0,1,0,0,1,2,1,2,1,0,0,1,2,2,2,1,0,1,1,0,0,1,1,1,2,0,0,2,2,2,0,0,0,1,0,0,0,0,2,2,0,1,0,1,1,1,2,2,1,1,0,0,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,0,1,0,2,1,1,1,2,1,0,2,2
CONTEST;RANDOM;90.0;2.0;0.0;3.0;5.0; 0,2,2,2,1,2,1,2,1; 1,1,2,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,0,0,1,2,0,0,2,2,0,1,0,1,0,0,2,0,2,0,0,1,1,0,2,0,0,1,1,1,0,1,0,2,1,0,1,2,1,1,1,0,1,1,0,0,0,0,2,2,2,2,1,1
CONTEST;RANDOM;91.0;1.0;2.0;4.0;3.0; -1,0,2,1,1,2,1,1,2; 1,2,0,2,1,1,2,2,2,2,1,0,1,1,2,2,1,1,1,1,2,2,0,1,2,1,1,0,0,1,0,2,1,2,0,0,0,0,1,2,2,1,1,2,2,2,2,1,2,0,1,0,0,2,0,0,0,1,0,0,0,0,2,1,1,1,0,1,2,0,2,0,0,0,0,0,2,1,2,0,0
CONTEST;RANDOM;92.0;2.0;0.0;3.0;5.0; 2,2,1,0,1,2,2,2,1; 2,2,2,0,0,1,2,0,1,0,1,0,2,2,2,0,1,1,1,0,0,0,0,2,1,1,0,1,1,2,1,1,2,2,0,0,2,2,1,1,2,0,0,2,0,1,1,2,1,1,0,0,1,2,0,0,2,0,0,2,1,0,1,0,2,0,0,0,2,0,1,1,2,0,0,0,0,2,1,1,2
CONTEST;RANDOM;93.0;1.0;0.0;5.0;3.0; 1,1,2,2,2,1,1,1,0; 1,2,2,1,0,0,2,0,1,1,0,2,0,1,0,2,1,2,1,2,0,0,0,1,2,2,1,2,2,1,2,0,0,0,0,0,2,0,0,2,0,2,1,1,1,2,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,0,1,0,2,2,1,2,2,0,1,1,2,0,2,1,2
CONTEST;RANDOM;94.0;2.0;0.0;4.0;4.0; 2,1,2,0,1,2,1,2,1; 1,0,2,0,0,1,2,0,1,0,2,0,2,0,1,0,2,0,2,0,0,2,0,1,0,0,2,1,2,1,1,0,1,0,0,2,2,2,1,1,1,1,0,2,0,2,1,2,2,0,2,2,0,0,1,2,1,2,0,0,0,0,1,1,1,1,0,2,0,0,2,1,0,1,0,0,0,2,0,1,1
CONTEST;RANDOM;95.0;1.0;0.0;5.0;2.0; 0,1,1,1,2,0,1,1,2; 2,1,2,1,0,2,1,0,1,1,1,2,2,1,0,2,1,1,2,2,1,2,0,1,1,2,2,0,0,2,2,2,1,2,1,2,0,1,1,0,2,0,2,2,1,1,1,1,2,2,0,1,2,1,1,0,0,0,0,1,0,0,2,2,1,2,0,0,1,0,0,2,0,0,1,0,0,1,2,0,2
CONTEST;RANDOM;96.0;2.0;0.0;3.0;4.0; 0,0,2,1,2,2,1,2,1; 2,1,1,1,2,1,2,0,0,1,2,2,2,2,1,2,0,1,2,1,1,2,1,2,2,0,1,1,1,2,2,2,2,0,2,1,2,1,0,0,1,1,0,2,0,1,1,2,1,1,0,1,2,2,2,1,1,2,0,0,1,0,0,2,2,1,0,2,0,1,1,0,0,2,1,0,0,2,0,0,1
CONTEST;RANDOM;97.0;1.0;0.0;5.0;3.0; 1,1,2,0,2,1,1,2,1; 1,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,2,2,0,0,1,1,0,1,2,2,0,2,2,1,2,2,1,0,0,1,1,1,2,0,0,2,0,0,1,2,1,1,2,2,2,0,2,1,1,2,0,2,2,2,2,0,1,0,1,0,1,1,0,2,1,2,2,0,1,1,1,0,1,0,2
CONTEST;RANDOM;98.0;2.0;2.0;3.0;6.0; 2,1,2,2,1,2,1,2,2; 1,0,2,1,0,1,2,1,0,0,0,2,1,2,1,0,2,0,0,0,2,1,2,2,0,0,2,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,2,2,2,2,2,0,1,0,2,1,2,1,1,1,0,0,2,1,2,2,1,0,0,0,2,1,1,2,1,0,0,1,2,0,1,2,1,1
CONTEST;RANDOM;99.0;1.0;1.0;6.0;2.0; 1,0,1,1,2,1,2,1,1; 1,0,0,1,1,2,0,0,0,0,1,0,2,1,1,0,2,0,0,0,1,1,2,2,1,1,1,0,0,1,2,1,2,2,1,1,0,1,0,2,1,2,2,1,2,1,0,0,0,0,2,1,2,2,0,2,0,0,2,1,2,0,2,2,2,0,2,1,0,0,2,0,0,2,2,1,0,0,1,1,1
CONTEST;RANDOM;100.0;2.0;2.0;2.0;6.0; 2,2,2,2,1,1,2,2,-1; 1,1,0,0,2,0,2,2,2,1,1,2,1,2,0,1,0,0,2,2,2,0,2,0,0,0,0,2,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,2,0,1,2,1,0,1,1,0,1,0,0,0,2,1,1,2,2,2,2,2,0,1,2,2,1,1
FINAL2;NOTABUG;1.0;1.0;2.0;2.0;4.0; 2,2,1,-1,2,-1,1,-1,2; 1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,1,2,2,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,1,1,1,0,1,2,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0
FINAL2;NOTABUG;2.0;2.0;1.0;5.0;1.0; 1,1,0,1,1,2,0,1,-1; 0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,2,1,0,2,2,0,0,1,2,0,0,0,2,0,2,0,1,1,1,1,2,2,0,0,0,1,0,2,0,0,2,2,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0
FINAL2;NOTABUG;3.0;1.0;2.0;3.0;3.0; -1,-1,2,1,2,1,2,1,-1; 2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0
FINAL2;NOTABUG;4.0;2.0;1.0;4.0;3.0; -1,2,1,2,1,2,1,-1,1; 0,1,0,0,0,2,0,0,0,2,0,0,2,2,0,1,1,1,0,0,0,2,2,2,0,0,2,0,1,2,0,1,0,0,1,2,1,0,1,0,1,0,2,2,2,2,2,2,0,1,2,2,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
