;player1;player2;game_number;playerId;winnerId;wonMacroFieldsP1;wonMacroFieldsP2;macroBoard;mBoard
466;CONTEST;RANDOM;67.0;1.0;2.0;4.0;4.0; 2,1,1,2,2,1,-1,1,2; 2,2,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,1,2,2,2,2,2,2,2,0,1,0,0,2,0,0,2,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,1,2,0,1,1,1,1,2,1,2,0,2,0,0,0,1,2,1
467;CONTEST;RANDOM;68.0;2.0;2.0;2.0;6.0; 0,2,2,2,1,2,2,1,2; 2,1,1,0,1,2,2,2,2,1,2,2,0,2,0,0,1,1,1,2,1,2,0,0,0,0,2,2,0,0,1,1,1,0,1,1,1,2,0,1,1,0,2,2,2,0,0,2,0,2,0,2,2,1,2,0,0,1,1,1,2,0,1,2,1,1,0,1,0,1,2,1,2,0,1,0,2,0,0,0,2
468;CONTEST;RANDOM;69.0;1.0;1.0;5.0;2.0; 0,1,2,1,1,-1,2,1,1; 1,2,1,1,0,1,2,2,2,2,2,1,0,1,1,0,0,0,2,1,2,1,2,2,1,2,0,0,1,0,2,0,1,1,2,2,2,1,1,0,1,2,2,1,1,0,1,0,1,2,2,2,2,0,2,0,0,1,0,1,1,0,0,0,2,0,0,1,0,2,1,0,1,2,2,1,0,2,0,0,1
469;CONTEST;RANDOM;70.0;2.0;1.0;3.0;6.0; 1,2,2,2,1,2,2,2,1; 1,1,2,0,0,2,2,1,1,1,1,2,0,0,2,0,2,0,0,0,1,0,0,2,1,1,2,2,0,0,0,0,1,2,2,2,0,2,0,0,1,0,1,1,2,0,0,2,1,0,0,1,0,1,0,0,2,0,1,2,0,0,0,0,2,0,0,0,2,1,1,1,2,1,0,0,0,2,1,1,2
470;CONTEST;RANDOM;71.0;1.0;2.0;6.0;3.0; 2,1,1,1,2,1,1,1,2; 0,2,2,0,1,2,0,0,1,0,2,2,2,1,1,0,1,0,2,1,0,2,1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,2,1,2,0,1,0,0,0,1,2,2,2,2,0,1,0,0,2,1,1,0,0,0,2,2,1,0,2,1,2,0,2,2,1,1,1,0,2,1,2,0,1
471;CONTEST;RANDOM;72.0;2.0;2.0;4.0;5.0; 2,2,2,1,1,2,2,1,1; 0,0,0,1,2,1,2,0,0,0,0,0,2,2,1,0,2,0,2,2,2,2,2,2,0,0,2,0,2,1,1,1,1,2,0,0,2,1,0,0,0,1,0,2,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,2,2,2,0,1,2,0,2,1,1,0,0,1,0,2,1,1,1
472;CONTEST;RANDOM;73.0;1.0;1.0;6.0;2.0; 1,1,1,1,2,1,2,1,0; 1,0,0,2,1,2,1,0,0,0,1,2,2,1,2,1,2,0,0,0,1,1,1,1,1,0,0,1,2,0,2,0,2,0,0,0,0,1,2,2,1,2,1,1,1,2,0,1,0,2,2,0,0,2,0,2,0,0,0,1,2,1,2,1,1,2,0,0,1,2,1,2,2,2,2,0,0,1,1,2,1
473;CONTEST;RANDOM;74.0;2.0;0.0;4.0;5.0; 2,2,1,1,1,2,2,1,2; 0,2,0,1,0,0,2,1,2,0,2,0,1,2,1,2,1,0,1,2,0,2,2,2,0,1,1,0,0,1,0,1,2,0,0,1,2,1,1,0,1,0,2,2,2,0,0,1,1,1,2,1,1,0,0,0,2,1,0,2,0,0,1,1,2,0,1,2,1,2,2,2,2,0,1,1,2,2,2,1,1
474;CONTEST;RANDOM;75.0;1.0;1.0;5.0;4.0; 1,1,1,1,2,2,2,2,1; 1,2,2,0,1,0,0,0,1,1,1,1,0,1,0,0,1,2,1,2,2,0,1,0,1,0,2,1,0,0,2,2,0,2,0,2,2,1,2,2,1,0,0,2,1,0,0,1,2,0,0,2,1,0,2,2,2,1,2,0,1,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,2,0,1,0,2
475;CONTEST;RANDOM;76.0;2.0;2.0;2.0;6.0; 2,2,0,2,1,2,2,1,2; 0,0,2,1,2,0,1,1,2,0,2,0,0,2,0,2,1,1,2,0,0,1,2,0,1,2,2,1,2,2,1,1,0,0,0,2,2,2,1,1,0,0,0,0,2,1,2,2,1,1,0,1,1,2,0,1,0,1,1,1,1,1,0,2,2,2,1,2,0,0,1,0,0,0,0,1,2,1,2,2,2
476;CONTEST;RANDOM;77.0;1.0;0.0;5.0;4.0; 1,2,1,1,2,1,2,1,2; 0,1,0,2,2,1,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,2,1,1,0,1,0,0,0,2,2,0,2,1,0,0,0,2,0,1,2,2,0,1,0,1,1,1,1,0,2,0,0,1,2,2,2,2,0,2,2,2,2,0,1,0,2,2,0,0,0,2,0,0,0,1,1,1,0,2,1
477;CONTEST;RANDOM;78.0;2.0;2.0;3.0;6.0; 2,2,1,1,1,2,2,2,2; 2,1,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,1,0,0,2,2,0,0,2,0,1,1,1,1,1,1,1,1,0,2,2,2,1,0,2,0,2,1,2,2,1,2,0,1,0,1,1,2,0,0,2,0,1,2,0,0,2,1,1,2,2,2,1,1,1,2,1,0,2,2,2,1,1,0,2
478;CONTEST;RANDOM;79.0;1.0;0.0;5.0;3.0; 1,1,2,0,2,1,1,1,2; 1,2,1,0,0,0,2,0,1,0,1,2,0,0,0,0,2,0,1,2,2,1,1,1,2,0,2,1,2,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,2,1,1,2,2,2,1,1,1,1,2,0,2,0,1,2,2,2,0,1,2,1,1,2,2,1,0,0,2,1,1,1,2,0,2,1
479;CONTEST;RANDOM;80.0;2.0;1.0;4.0;5.0; 1,1,2,2,1,2,2,2,1; 0,2,0,0,1,0,2,0,0,1,2,0,2,1,1,0,2,0,1,1,1,0,1,0,1,0,2,0,2,2,1,2,1,2,0,1,1,2,0,0,2,1,0,2,0,2,1,2,1,1,1,0,0,2,0,0,2,2,0,0,0,0,1,0,2,0,0,2,0,1,1,1,2,1,1,0,0,2,2,1,2
480;CONTEST;RANDOM;81.0;1.0;2.0;4.0;3.0; 1,0,1,1,1,-1,2,2,2; 0,0,0,2,1,2,2,0,1,0,2,0,2,2,1,0,1,0,1,1,1,1,2,1,1,0,2,0,0,1,2,1,2,2,1,2,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,2,0,0,2,0,0,1,0,1,0,2,0,2,2,0,2,2,2,1,0,2,0,0,2,1,1,2
481;CONTEST;RANDOM;82.0;2.0;0.0;4.0;5.0; 2,1,2,2,1,2,1,2,1; 0,0,2,0,2,0,0,0,0,0,2,1,1,1,1,0,1,0,2,0,0,2,1,2,2,2,2,0,2,0,1,0,1,2,0,0,2,0,1,0,2,1,0,2,0,2,2,2,0,2,1,0,0,2,1,0,1,1,1,2,1,1,1,1,1,1,1,0,2,1,2,1,2,1,2,2,1,2,1,1,2
482;CONTEST;RANDOM;83.0;1.0;1.0;5.0;3.0; 2,1,1,2,2,0,1,1,1; 1,2,2,1,0,0,0,1,0,2,1,2,1,1,1,0,1,0,2,1,2,2,0,0,0,1,0,1,0,2,0,0,2,2,2,1,1,2,2,0,0,2,1,1,2,2,0,0,2,0,2,2,1,1,0,0,1,1,2,0,1,0,2,0,1,0,1,1,2,0,1,2,1,0,2,1,2,2,0,0,1
483;CONTEST;RANDOM;84.0;2.0;2.0;3.0;6.0; 2,2,2,2,1,2,2,1,1; 1,1,2,2,0,0,2,0,0,2,2,1,0,2,0,0,2,0,2,1,2,0,0,2,0,0,2,1,0,0,2,1,1,0,1,2,2,2,2,1,1,0,1,2,0,1,0,1,1,0,1,2,0,0,0,0,2,1,1,2,0,1,1,0,1,2,1,2,1,2,2,1,0,1,2,1,2,0,0,0,1
484;CONTEST;RANDOM;85.0;1.0;1.0;6.0;3.0; 2,1,1,1,2,1,1,2,1; 0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,1,1,2,0,0,2,2,1,1,2,0,1,0,0,0,0,2,1,1,1,0,1,2,2,2,1,2,1,1,2,0,1,2,2,0,0,1,2,1,2,1,1,2,2,1,2,2,0,1,2,1,2,1,0,2
485;CONTEST;RANDOM;86.0;2.0;2.0;3.0;6.0; 1,2,2,2,1,2,1,2,2; 1,1,1,0,0,2,2,0,0,0,1,2,0,2,0,0,2,0,2,1,0,2,0,0,0,0,2,2,0,1,0,1,1,2,1,1,2,2,0,1,1,0,1,2,1,2,0,1,1,2,0,2,1,2,2,1,1,2,0,0,0,0,2,1,2,2,2,0,0,0,2,0,1,1,1,2,1,1,2,0,1
486;CONTEST;RANDOM;87.0;1.0;2.0;6.0;3.0; 1,1,2,1,2,1,2,1,1; 0,1,0,0,1,1,0,2,0,0,1,0,1,1,2,0,2,2,0,1,0,1,2,2,0,2,1,2,1,0,2,2,2,0,0,0,0,1,0,2,0,0,1,1,1,0,1,2,0,2,2,0,0,0,2,2,2,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,2,0,2,1,0,0,1,0,2
487;CONTEST;RANDOM;88.0;2.0;2.0;2.0;5.0; 2,0,2,2,1,2,2,0,1; 2,0,0,1,2,1,2,1,0,0,2,1,2,2,1,0,2,0,0,0,2,2,1,2,0,0,2,1,1,0,0,0,1,0,0,2,2,2,1,1,0,1,0,1,2,2,2,2,1,2,1,0,0,2,2,0,0,1,2,1,1,1,1,1,2,1,2,1,1,0,2,1,0,1,2,2,1,2,1,0,0
488;CONTEST;RANDOM;89.0;1.0;0.0;5.0;3.0; 1,1,0,1,2,1,2,1,2; 0,1,0,1,0,0,1,2,1,2,1,0,0,1,2,2,2,1,0,1,1,0,0,1,1,1,2,0,0,2,2,2,0,0,0,1,0,0,0,0,2,2,0,1,0,1,1,1,2,2,1,1,0,0,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,0,1,0,2,1,1,1,2,1,0,2,2
489;CONTEST;RANDOM;90.0;2.0;0.0;3.0;5.0; 0,2,2,2,1,2,1,2,1; 1,1,2,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,0,0,1,2,0,0,2,2,0,1,0,1,0,0,2,0,2,0,0,1,1,0,2,0,0,1,1,1,0,1,0,2,1,0,1,2,1,1,1,0,1,1,0,0,0,0,2,2,2,2,1,1
490;CONTEST;RANDOM;91.0;1.0;2.0;4.0;3.0; -1,0,2,1,1,2,1,1,2; 1,2,0,2,1,1,2,2,2,2,1,0,1,1,2,2,1,1,1,1,2,2,0,1,2,1,1,0,0,1,0,2,1,2,0,0,0,0,1,2,2,1,1,2,2,2,2,1,2,0,1,0,0,2,0,0,0,1,0,0,0,0,2,1,1,1,0,1,2,0,2,0,0,0,0,0,2,1,2,0,0
491;CONTEST;RANDOM;92.0;2.0;0.0;3.0;5.0; 2,2,1,0,1,2,2,2,1; 2,2,2,0,0,1,2,0,1,0,1,0,2,2,2,0,1,1,1,0,0,0,0,2,1,1,0,1,1,2,1,1,2,2,0,0,2,2,1,1,2,0,0,2,0,1,1,2,1,1,0,0,1,2,0,0,2,0,0,2,1,0,1,0,2,0,0,0,2,0,1,1,2,0,0,0,0,2,1,1,2
492;CONTEST;RANDOM;93.0;1.0;0.0;5.0;3.0; 1,1,2,2,2,1,1,1,0; 1,2,2,1,0,0,2,0,1,1,0,2,0,1,0,2,1,2,1,2,0,0,0,1,2,2,1,2,2,1,2,0,0,0,0,0,2,0,0,2,0,2,1,1,1,2,1,1,2,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,0,1,0,2,2,1,2,2,0,1,1,2,0,2,1,2
493;CONTEST;RANDOM;94.0;2.0;0.0;4.0;4.0; 2,1,2,0,1,2,1,2,1; 1,0,2,0,0,1,2,0,1,0,2,0,2,0,1,0,2,0,2,0,0,2,0,1,0,0,2,1,2,1,1,0,1,0,0,2,2,2,1,1,1,1,0,2,0,2,1,2,2,0,2,2,0,0,1,2,1,2,0,0,0,0,1,1,1,1,0,2,0,0,2,1,0,1,0,0,0,2,0,1,1
494;CONTEST;RANDOM;95.0;1.0;0.0;5.0;2.0; 0,1,1,1,2,0,1,1,2; 2,1,2,1,0,2,1,0,1,1,1,2,2,1,0,2,1,1,2,2,1,2,0,1,1,2,2,0,0,2,2,2,1,2,1,2,0,1,1,0,2,0,2,2,1,1,1,1,2,2,0,1,2,1,1,0,0,0,0,1,0,0,2,2,1,2,0,0,1,0,0,2,0,0,1,0,0,1,2,0,2
495;CONTEST;RANDOM;96.0;2.0;0.0;3.0;4.0; 0,0,2,1,2,2,1,2,1; 2,1,1,1,2,1,2,0,0,1,2,2,2,2,1,2,0,1,2,1,1,2,1,2,2,0,1,1,1,2,2,2,2,0,2,1,2,1,0,0,1,1,0,2,0,1,1,2,1,1,0,1,2,2,2,1,1,2,0,0,1,0,0,2,2,1,0,2,0,1,1,0,0,2,1,0,0,2,0,0,1
496;CONTEST;RANDOM;97.0;1.0;0.0;5.0;3.0; 1,1,2,0,2,1,1,2,1; 1,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,2,2,0,0,1,1,0,1,2,2,0,2,2,1,2,2,1,0,0,1,1,1,2,0,0,2,0,0,1,2,1,1,2,2,2,0,2,1,1,2,0,2,2,2,2,0,1,0,1,0,1,1,0,2,1,2,2,0,1,1,1,0,1,0,2
497;CONTEST;RANDOM;98.0;2.0;2.0;3.0;6.0; 2,1,2,2,1,2,1,2,2; 1,0,2,1,0,1,2,1,0,0,0,2,1,2,1,0,2,0,0,0,2,1,2,2,0,0,2,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,2,2,2,2,2,0,1,0,2,1,2,1,1,1,0,0,2,1,2,2,1,0,0,0,2,1,1,2,1,0,0,1,2,0,1,2,1,1
498;CONTEST;RANDOM;99.0;1.0;1.0;6.0;2.0; 1,0,1,1,2,1,2,1,1; 1,0,0,1,1,2,0,0,0,0,1,0,2,1,1,0,2,0,0,0,1,1,2,2,1,1,1,0,0,1,2,1,2,2,1,1,0,1,0,2,1,2,2,1,2,1,0,0,0,0,2,1,2,2,0,2,0,0,2,1,2,0,2,2,2,0,2,1,0,0,2,0,0,2,2,1,0,0,1,1,1
499;CONTEST;RANDOM;100.0;2.0;2.0;2.0;6.0; 2,2,2,2,1,1,2,2,-1; 1,1,0,0,2,0,2,2,2,1,1,2,1,2,0,1,0,0,2,2,2,0,2,0,0,0,0,2,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,2,2,0,1,2,1,0,1,1,0,1,0,0,0,2,1,1,2,2,2,2,2,0,1,2,2,1,1
500;FINAL2;NOTABUG;1.0;1.0;2.0;2.0;4.0; 2,2,1,-1,2,-1,1,-1,2; 1,0,1,2,2,2,1,1,2,0,0,0,0,1,0,2,1,1,2,2,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,1,1,1,0,1,2,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0
501;FINAL2;NOTABUG;2.0;2.0;1.0;5.0;1.0; 1,1,0,1,1,2,0,1,-1; 0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,2,1,0,2,2,0,0,1,2,0,0,0,2,0,2,0,1,1,1,1,2,2,0,0,0,1,0,2,0,0,2,2,0,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0
502;FINAL2;NOTABUG;3.0;1.0;2.0;3.0;3.0; -1,-1,2,1,2,1,2,1,-1; 2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,1,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,2,0,1,2,0,0,0,0
503;FINAL2;NOTABUG;4.0;2.0;1.0;4.0;3.0; -1,2,1,2,1,2,1,-1,1; 0,1,0,0,0,2,0,0,0,2,0,0,2,2,0,1,1,1,0,0,0,2,2,2,0,0,2,0,1,2,0,1,0,0,1,2,1,0,1,0,1,0,2,2,2,2,2,2,0,1,2,2,2,0,0,1,0,0,1,0,0,0,1,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1
504;FINAL2;NOTABUG;5.0;1.0;2.0;2.0;3.0; -1,2,1,0,2,0,1,2,0; 0,0,2,2,2,2,1,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,2,2,2,2,0,0
505;FINAL2;NOTABUG;6.0;2.0;1.0;5.0;0.0; 1,1,-1,-1,1,1,-1,1,-1; 0,0,0,2,0,1,2,2,1,0,0,0,0,1,2,0,0,2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,1,2,0,1,0,0,2,0,2,1,1,1,0,0,0,0,2,2,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0
506;FINAL2;NOTABUG;7.0;1.0;2.0;1.0;5.0; 0,0,-1,2,2,2,2,1,2; 0,1,0,0,2,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,1,2,1,1,2,2,2,2,2,0,2,2,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1
507;FINAL2;NOTABUG;8.0;2.0;1.0;5.0;1.0; 1,1,-1,-1,1,2,1,-1,1; 2,0,1,1,2,0,0,2,2,0,0,1,1,0,0,1,0,1,2,0,1,1,0,2,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,1,1,1,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
508;FINAL2;NOTABUG;9.0;1.0;2.0;1.0;5.0; -1,2,0,0,2,2,1,2,2; 2,1,0,2,2,2,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,2,2,2,0,2,2,2,0,0,2,0,0,0,2,2,2,1,1,2,2,0,0,1,1,0,1,0,0,1,1,1,0,1,0,2,2,2
509;FINAL2;NOTABUG;10.0;2.0;1.0;3.0;1.0; 0,0,1,0,1,-1,1,0,2; 0,0,0,0,1,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,2,0,1,2,0,0,0,0,2
510;FINAL2;NOTABUG;11.0;1.0;2.0;1.0;5.0; 2,2,-1,-1,2,-1,2,1,2; 0,0,0,0,1,1,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,2,0,1,0,2,0,1,0,0,1,2,2,2,1,1,0,0,2,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,1,2,1,1,1,1,2,2,2
511;FINAL2;NOTABUG;12.0;2.0;1.0;5.0;1.0; 1,2,1,-1,1,-1,-1,1,1; 0,1,0,2,2,2,0,1,0,2,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,0,2,2,0,0,1,2,0,0,0,1,0,2,0,1,0,1,0,0,0,2,2,0,1,0,2,0,0,1,0,2,1,0,0,1,0,0,1,0,0,1,2,0,1,0,0,0,2,0,1,2,2,1,0,0
512;FINAL2;NOTABUG;13.0;1.0;2.0;1.0;3.0; 2,-1,1,-1,2,-1,-1,-1,2; 2,0,0,0,0,2,1,1,1,2,1,0,0,0,0,2,0,1,2,0,0,2,2,1,0,0,0,2,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,1,2,2,2
513;FINAL2;NOTABUG;14.0;2.0;1.0;4.0;1.0; 1,2,-1,-1,1,-1,-1,1,1; 0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,1,1,2,2,2,2,1,0,2,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,2,0,2,2,0,0,0,2,0,2,0,2,0,1,0,1,2,1,1,1,1,0,1,0,1,2,0,2,0,1,0,2,2,1,1,0,2,0
514;FINAL2;NOTABUG;15.0;1.0;2.0;0.0;5.0; -1,-1,2,2,2,-1,2,-1,2; 0,1,1,2,0,1,2,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,1,2,1,0,0,1,0,0,0,0,2
515;FINAL2;NOTABUG;16.0;2.0;1.0;4.0;0.0; 0,1,-1,0,1,1,0,1,0; 1,0,1,0,2,1,2,2,1,0,2,0,0,0,1,0,0,2,2,2,1,0,0,1,2,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,1,2,0,1,0,0,2,0,1,1,1,1,2,0,2,0,0,2,0,0,0,2,2,0,1,2,2,0,0,0,1,0,1
516;FINAL2;NOTABUG;17.0;1.0;2.0;4.0;3.0; 2,-1,-1,1,2,1,1,1,2; 0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,1,0,0,1,2,0,0,1,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,1,2,2,2
517;FINAL2;NOTABUG;18.0;2.0;1.0;3.0;4.0; 1,2,2,-1,1,-1,2,2,1; 1,1,1,2,1,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,1,2,0,0,1,0,2,0,0,1,1,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,2,1,0,0,0,0,1,1,1
518;FINAL2;NOTABUG;19.0;1.0;2.0;2.0;3.0; 2,-1,-1,-1,2,-1,1,1,2; 2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,0,0,1,2,1,0,0,1,2,0,1
519;FINAL2;NOTABUG;20.0;2.0;1.0;4.0;1.0; -1,-1,1,-1,1,1,1,2,-1; 1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,2,0,1,2,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0,1,1,1,2,0,2,0,1,0
520;FINAL2;NOTABUG;21.0;1.0;2.0;1.0;3.0; 2,-1,-1,1,2,-1,-1,-1,2; 0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,0,1,2,0,1,1,0,1,2,2,1,1,1,1,1,0,0,2,1,0,1,2,0,0,0,0,0,1,0,0,2,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0
521;FINAL2;NOTABUG;22.0;2.0;1.0;4.0;2.0; -1,-1,1,2,1,2,1,1,-1; 0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,1,2,0,1,2,0,0,0,1,0,2,0,2,0,0,2,2,0,2,2,2,1,1,1,1,2,2,0,2,2,1,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,2
522;FINAL2;NOTABUG;23.0;1.0;2.0;1.0;3.0; 2,-1,-1,-1,2,-1,-1,1,2; 0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,2,2,0,0,0,1,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,2,2,2
523;FINAL2;NOTABUG;24.0;2.0;1.0;4.0;0.0; 0,-1,1,1,1,0,1,0,0; 0,2,0,2,1,2,0,1,2,2,0,0,2,2,0,0,1,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2,1,2,0,0,0,2,1,1,1,0,1,2,1,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0
524;FINAL2;NOTABUG;25.0;1.0;2.0;0.0;4.0; 0,2,-1,0,2,0,0,2,2; 2,1,0,0,0,2,0,1,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,2,2,2,0,0,0,1,0,0,2,2,2,2,0,0,1,0,0,0,1,0,2,0,0,2,1,0,0,0,1,2,1,1
525;FINAL2;NOTABUG;26.0;2.0;1.0;3.0;1.0; 1,-1,-1,-1,1,-1,-1,2,1; 0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,2,0,1,2
526;FINAL2;NOTABUG;27.0;1.0;2.0;2.0;4.0; 2,2,2,1,2,1,-1,-1,-1; 0,2,0,2,0,0,0,1,1,2,2,2,2,0,0,0,1,0,0,0,0,2,0,1,2,2,2,1,1,1,0,0,2,1,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,0,2,0,0,1,1,0,1,0,1,0,1,0,2,2,0,2,0,0,0,2,0,0,1,0,0,1,2,0,0,1,0
527;FINAL2;NOTABUG;28.0;2.0;1.0;5.0;1.0; 1,1,1,2,1,-1,1,-1,-1; 2,0,0,0,1,2,1,2,2,0,2,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,2,1,0,2,2,2,0,2,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0
528;FINAL2;NOTABUG;29.0;1.0;2.0;1.0;3.0; -1,0,0,2,2,2,0,1,0; 2,2,1,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,2,2,1,0,2,2,2,0,0,2,2,0,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0
529;FINAL2;NOTABUG;30.0;2.0;1.0;5.0;0.0; 1,0,1,-1,0,1,0,1,1; 2,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,1,2,0,0,1,0,2,0,1,2,0,0,0,2,0,2,1,2,2,0,0,0,0,0,1,2,1,1,1,0,0,0,2,0,2,2,0,2,0,0,0,0,0,2,2,0,2,0,2,1,0,0,0,1,1,1,1,2,2,1,1,1,0,0,0
