;player1;player2;game_number;playerId;winnerId;wonMacroFieldsP1;wonMacroFieldsP2;macroBoard;mBoard
213;FINAL1;RANDOM;14.0;2.0;2.0;0.0;4.0; 2,0,0,0,2,-1,0,2,2; 2,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,0,0,1,2,1,1,0,0,0,1,1,0,0,0,0,2,1,1,2,0,0,0,0,0,2,1,1,2,2,0,0,0,0,2,0,0,2
214;FINAL1;RANDOM;15.0;1.0;1.0;5.0;1.0; 1,-1,1,1,2,-1,1,1,-1; 1,0,2,0,0,2,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,2,0,2,2,2,1,0,1,1,2,0,2,1,0,2,1,2,0,2,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,2,0,2,0,1,1,1,1,1,2,1,2,2,0
215;FINAL1;RANDOM;16.0;2.0;2.0;2.0;5.0; 2,2,2,-1,1,2,2,1,-1; 1,0,0,0,2,0,0,1,2,2,2,2,0,2,0,0,0,2,0,0,0,0,2,0,1,0,2,1,0,1,1,0,0,2,0,0,1,2,0,1,0,0,2,0,1,2,1,1,1,0,0,2,0,0,1,1,0,0,1,0,0,0,2,0,0,1,2,1,0,0,0,1,2,2,2,0,1,2,1,2,1
216;FINAL1;RANDOM;17.0;1.0;1.0;4.0;1.0; 1,1,1,-1,2,-1,-1,1,-1; 1,0,0,0,0,1,1,0,0,1,1,2,0,0,1,0,1,0,1,2,0,0,2,1,0,0,1,2,0,2,2,0,2,1,2,0,0,1,1,2,1,0,2,0,0,1,2,2,2,2,0,2,2,0,2,1,2,0,0,0,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
217;FINAL1;RANDOM;18.0;2.0;2.0;0.0;5.0; 2,2,-1,-1,-1,-1,2,2,2; 0,2,0,1,2,0,0,0,0,0,2,0,0,2,0,1,0,1,0,2,0,0,2,0,1,1,0,0,0,2,1,1,0,0,0,2,1,2,0,0,2,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,2,1,0,2,1,1,0,0,2,0,0,1,2,0,0,0,2,0,1,1,1,2,2,2,2
218;FINAL1;RANDOM;19.0;1.0;1.0;5.0;2.0; 1,-1,-1,1,2,1,1,1,2; 1,0,0,1,0,0,0,0,1,2,1,2,0,0,0,0,1,0,2,0,1,0,0,0,0,2,2,1,0,0,2,0,2,0,0,0,0,1,0,2,1,2,2,0,0,0,0,1,2,0,0,1,1,1,0,0,1,1,0,0,0,2,2,0,0,1,0,1,2,0,0,2,2,2,1,0,0,1,1,2,2
219;FINAL1;RANDOM;20.0;2.0;2.0;0.0;5.0; 2,-1,2,-1,2,-1,-1,2,2; 1,2,1,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,1,0,1,1,2,1,0,0,0,1,0,1,0,0,1,0,0,0,2,2,2,0,0,0,1,1,2,0,1,1,0,1,0,0,1,0,2,0,1,0,1,2,1,0,2,2,1,0,0,2,0,2,2,1,2,0,1,2,0,0
220;FINAL1;RANDOM;21.0;1.0;1.0;4.0;1.0; 1,0,1,0,2,1,0,-1,1; 0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,2,1,2,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,2,1,1,0,0,2,0,0,2,0,1,0
221;FINAL1;RANDOM;22.0;2.0;2.0;2.0;5.0; 2,1,-1,2,1,2,2,2,-1; 2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,2,2,0,0,2,1,1,1,0,1,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,1,1,2,2,2,1,1,2,0,0,2,2,2,1,0,0,2,1,2,0,1,1,2,1,0,2,2,1,0,2,0,1
222;FINAL1;RANDOM;23.0;1.0;1.0;3.0;1.0; 0,0,0,0,2,-1,1,1,1; 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,0,1,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,0,0,0,0,1,1,0,2
223;FINAL1;RANDOM;24.0;2.0;1.0;3.0;5.0; 1,-1,2,2,1,2,2,2,1; 2,0,0,1,2,0,0,0,0,1,1,1,0,2,1,0,1,0,0,0,2,2,1,1,2,2,2,0,0,0,1,1,2,1,0,1,2,2,2,1,2,1,2,2,2,0,1,0,1,0,0,0,1,0,2,0,0,2,0,0,0,2,1,1,2,0,0,2,1,1,0,2,1,0,2,0,0,2,1,1,1
224;FINAL1;RANDOM;25.0;1.0;1.0;4.0;1.0; 1,1,1,-1,2,-1,-1,1,-1; 0,0,0,0,0,1,0,2,2,1,1,1,0,1,0,2,0,0,0,2,0,1,0,0,1,1,1,2,0,1,1,2,0,0,0,2,1,0,0,2,1,0,0,0,0,0,2,1,2,2,2,0,0,0,2,0,1,0,2,0,2,2,0,2,1,0,0,2,0,0,1,0,0,2,1,1,1,1,2,1,2
225;FINAL1;RANDOM;26.0;2.0;2.0;1.0;5.0; 2,2,2,2,1,0,0,2,-1; 0,1,0,0,0,2,2,1,1,2,2,2,0,0,2,0,2,0,0,1,0,0,0,2,0,0,2,2,0,0,1,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,2,1,0,0,0,0,1,0,1,2,0,0,2,2,2,2,1,2,0,0,0,2,0,0,1,1,2,1
226;FINAL1;RANDOM;27.0;1.0;1.0;4.0;1.0; -1,-1,1,1,1,1,-1,-1,2; 0,0,2,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,2,1,0,2,0,1,0,0,2,0,2,0,0,2,2,2,0,1,0,1,0,0,0,0,2
227;FINAL1;RANDOM;28.0;2.0;2.0;1.0;4.0; -1,-1,2,-1,1,-1,2,2,2; 2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,2,1,0,0,2,1,0,0,0,0,0,1,0,2,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,1
228;FINAL1;RANDOM;29.0;1.0;1.0;5.0;2.0; -1,1,2,1,2,0,1,1,1; 2,1,0,2,2,0,0,0,0,2,0,0,1,1,1,0,0,0,0,2,1,0,2,0,2,2,2,0,1,0,0,0,0,0,1,1,0,1,2,2,1,2,0,1,0,0,1,0,2,2,2,2,0,1,0,2,0,0,2,1,1,2,1,0,0,0,1,1,2,0,1,2,1,1,1,1,0,0,2,2,1
229;FINAL1;RANDOM;30.0;2.0;2.0;3.0;5.0; 2,-1,1,1,1,2,2,2,2; 0,0,0,1,0,2,1,0,0,2,2,2,1,1,0,1,2,1,0,0,0,2,0,0,1,1,0,1,0,0,0,1,1,0,0,2,2,0,0,2,1,1,0,2,0,1,1,1,0,0,1,2,0,0,2,2,2,0,1,2,0,0,0,0,0,1,0,2,0,2,2,2,0,0,1,2,0,0,0,0,0
230;FINAL1;RANDOM;31.0;1.0;1.0;5.0;0.0; 0,1,1,0,0,1,-1,1,1; 0,0,2,0,0,0,1,0,2,1,0,0,0,0,0,1,1,1,2,2,1,1,1,1,0,0,2,2,2,1,0,0,2,1,2,0,0,0,2,2,1,1,1,0,2,0,0,2,0,2,2,1,2,0,2,0,0,1,0,0,0,2,1,1,0,1,0,1,0,0,1,0,2,2,0,0,0,1,1,2,2
231;FINAL1;RANDOM;32.0;2.0;2.0;2.0;6.0; 2,-1,2,2,1,2,2,2,1; 2,0,0,1,2,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,2,0,1,0,2,2,2,2,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,1,2,0,1,1,1,2,2,2,0,0,1,0,0,1,1,0,1,2,2,2,1,2,1,1,1,1,1,1,0,2,2,2,0,0,2
232;FINAL1;RANDOM;33.0;1.0;1.0;4.0;2.0; 1,-1,1,1,2,-1,1,-1,2; 2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,2,0,2,1,0,0,1,0,2,0,0,0,0,1,2,2,2,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,2,2,2,1,1,1,2,0,0,0,2,1
233;FINAL1;RANDOM;34.0;2.0;2.0;2.0;4.0; 1,-1,2,-1,1,2,2,-1,2; 0,0,0,0,0,0,2,0,1,1,1,1,0,2,1,0,2,1,0,2,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,0,2,2,2,2,1,0,0,0,1,1,0,0,0,2,2,1,2,2,2,0,0,0,1,0,2,1,2,1
234;FINAL1;RANDOM;35.0;1.0;1.0;3.0;0.0; 0,1,-1,0,1,0,0,1,0; 0,2,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,1,1,1,0,2,0,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,0,2,0,1
235;FINAL1;RANDOM;36.0;2.0;2.0;3.0;4.0; 2,2,2,-1,1,-1,2,1,1; 2,0,0,1,2,0,0,0,2,0,2,0,1,2,0,0,2,1,1,0,2,0,2,0,2,0,0,0,1,0,1,1,1,0,1,0,0,2,1,1,2,1,2,2,0,0,0,2,1,0,2,2,2,1,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,1,2,0,1,0,2,0,1,0
236;FINAL1;RANDOM;37.0;1.0;1.0;4.0;1.0; 1,1,-1,1,2,-1,1,-1,-1; 1,2,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,2,0,1,1,1,1,2,0,0,0,1,0,2,0,0,1,2,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,2,2,0,1,0,0,0,2,0,0,0,0,1,0,0,2,2,0,0
237;FINAL1;RANDOM;38.0;2.0;2.0;0.0;3.0; 2,2,2,0,0,0,-1,0,0; 0,0,2,2,0,0,0,0,1,1,2,0,2,0,0,2,2,2,2,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,2,2,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
238;FINAL1;RANDOM;39.0;1.0;1.0;3.0;2.0; 1,1,1,-1,2,-1,-1,-1,2; 1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,1,2,0,1,0,2,2,1,1,2,2,1,0,0,0,2,0,0,2,0,0,0,2,0,1,1,1,1,0,2,2,2,2,2,0,0,0,1,0,0,1
239;FINAL1;RANDOM;40.0;2.0;2.0;0.0;4.0; 2,2,2,2,0,0,0,0,-1; 0,0,2,0,0,2,2,0,0,0,2,0,0,0,2,1,2,1,2,0,0,1,0,2,0,0,2,0,0,1,1,2,1,0,1,0,0,0,0,0,0,1,2,1,0,2,2,2,0,1,0,2,0,0,1,1,0,1,0,0,1,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1
240;FINAL1;RANDOM;41.0;1.0;2.0;5.0;4.0; 2,1,2,1,2,1,1,1,2; 0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,2,2,2,1,1,1,2,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,1,0,2,1,1,0,0,1,2,2,2,2,1,1,0,0,2,1,1,1,1,2,2,2,0,0,0,1,2,2,2,1,1,1,1,2,0,2,1,2,0
241;FINAL1;RANDOM;42.0;2.0;2.0;1.0;5.0; 2,2,2,2,1,2,0,-1,0; 1,0,1,0,2,0,0,1,0,0,0,1,0,2,0,0,0,0,2,2,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,2,0,2,0,1,1,1,0,2,0,0,0,2,1,0,1,2,0,0,0,0,1,1,0,0,1,1,0,1,2,1,0,2,1,1,2,0,0,1,0,0,0,0,2,0,0
242;FINAL1;RANDOM;43.0;1.0;1.0;3.0;1.0; 0,0,1,0,2,1,-1,0,1; 0,0,0,1,0,1,0,2,1,0,0,2,1,1,0,2,1,2,1,0,2,0,0,0,1,0,0,0,2,0,2,0,2,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,2,0,2,0,0,1,0,2,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,2
243;FINAL1;RANDOM;44.0;2.0;2.0;2.0;5.0; 2,2,2,2,2,-1,-1,1,1; 1,1,2,2,1,2,1,1,2,2,2,0,1,0,2,1,1,2,2,0,0,0,0,2,0,2,2,2,2,0,0,2,0,1,0,1,2,1,1,0,2,0,0,2,1,2,1,1,1,2,0,1,0,2,1,2,1,1,0,2,1,0,0,2,1,2,1,1,0,2,1,0,2,1,0,1,0,2,1,2,1
244;FINAL1;RANDOM;45.0;1.0;1.0;4.0;1.0; 2,1,-1,-1,1,-1,1,1,-1; 1,1,0,1,2,1,2,2,0,2,2,2,0,1,2,1,1,0,0,0,2,2,0,1,2,0,1,2,0,1,1,2,2,0,1,2,0,1,1,2,1,2,0,2,1,0,0,0,2,2,1,0,2,1,1,1,1,1,0,0,2,0,2,0,0,0,0,1,0,2,1,1,0,0,0,0,0,1,0,2,2
245;FINAL1;RANDOM;46.0;2.0;2.0;1.0;4.0; 2,-1,2,-1,1,2,-1,-1,2; 0,0,0,0,1,0,1,2,0,2,2,2,1,2,0,0,2,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,0,0,2,1,2,0,1,1,0,2,1,2,0,0,0,2,0,2,0,1,0,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,1,0,1,2
246;FINAL1;RANDOM;47.0;1.0;1.0;6.0;1.0; -1,1,1,1,-1,1,2,1,1; 0,0,0,0,0,1,0,1,2,0,0,0,2,0,1,2,1,2,0,2,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,0,1,0,2,1,2,0,1,0,0,0,1,2,2,0,1,0,2,0,0,2,0,2,0,2,2,1,0,0,2,0,0,0,2,1,2,1,2,2,1,1,1,1,2,0
247;FINAL1;RANDOM;48.0;2.0;2.0;0.0;4.0; -1,-1,-1,2,2,2,2,-1,-1; 0,0,2,1,0,2,2,0,0,1,1,0,0,2,0,1,1,0,0,1,2,1,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1,2,1,2,1,1,0,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,1,1,0,2,2,2,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1
248;FINAL1;RANDOM;49.0;1.0;1.0;6.0;3.0; 1,1,1,1,2,2,2,1,1; 1,1,1,2,0,2,2,0,2,0,0,0,1,1,1,0,2,0,0,0,0,0,2,0,1,1,1,1,0,0,2,2,2,2,0,1,0,1,0,2,1,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,2,2,0,1,0,0,1,0,0,2,0,1,0,2,1,1,1,2,2,1,0,0,2,2,1
249;FINAL1;RANDOM;50.0;2.0;2.0;2.0;7.0; 2,2,2,2,1,2,1,2,2; 2,2,2,1,2,1,2,2,2,0,0,1,1,2,1,1,1,0,0,0,1,0,2,0,2,1,1,2,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,1,0,0,2,2,2,0,0,1,2,1,0,0,1,2,0,2,1,1,2,0,1,2,1,2,1,1,0,1,2,2,2,1
250;FINAL1;RANDOM;51.0;1.0;1.0;5.0;1.0; 1,1,1,0,2,-1,1,1,0; 1,0,2,0,0,0,2,0,1,0,1,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,2,0,0,1,0,1,0,2,0,0,1,2,2,2,0,2,2,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,2,0,1,1,1,1,0,2,1,2,2,0
251;FINAL1;RANDOM;52.0;2.0;2.0;2.0;4.0; 2,2,2,-1,-1,-1,1,2,1; 0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,1,2,0,2,2,2,0,0,2,0,0,2,0,0,2,1,0,1,1,0,0,0,2,0,0,2,1,0,2,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,2,2,2,1,1,0
252;FINAL1;RANDOM;53.0;1.0;1.0;5.0;1.0; -1,-1,1,-1,2,1,1,1,1; 1,1,0,0,1,2,1,0,2,2,2,0,2,1,2,2,1,2,1,2,2,0,0,0,0,0,1,2,0,0,2,2,2,0,0,1,1,1,0,0,1,2,0,1,0,1,0,0,2,2,1,1,0,0,1,1,1,1,0,0,2,2,1,0,2,2,0,1,0,0,2,1,0,0,2,0,0,1,2,0,1
253;FINAL1;RANDOM;54.0;2.0;2.0;0.0;6.0; 2,2,-1,2,-1,2,2,-1,2; 1,2,0,0,1,0,0,0,1,0,2,0,0,1,0,2,0,0,0,2,1,2,2,2,1,2,1,0,2,0,1,1,0,0,0,2,1,2,1,2,0,1,0,2,2,0,2,1,1,2,1,2,0,1,2,0,0,1,1,0,2,1,0,0,2,0,0,0,1,2,2,1,0,0,2,1,0,1,1,0,2
254;FINAL1;RANDOM;55.0;1.0;1.0;5.0;1.0; -1,0,1,0,1,1,2,1,1; 0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,2,2,2,0,0,0,1,2,2,0,1,0,0,1,0,0,0,2,0,0,1,0,1,2,2,0,0,0,0,2,1,1,2,0,0,0,2,1,0,0,1,0,2,0,2,1,1,0,0,1,2,0,2,0,1,1,0,0,1,0,2
255;FINAL1;RANDOM;56.0;2.0;2.0;1.0;5.0; 0,2,2,2,0,2,-1,1,2; 1,0,1,2,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,1,0,2,2,2,2,2,2,2,0,1,1,0,0,2,0,0,1,0,2,1,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,1,1,1,0,1,0,0,1,0,0,1,2,2,2
256;FINAL1;RANDOM;57.0;1.0;1.0;6.0;2.0; 2,1,1,1,2,1,1,-1,1; 0,0,2,1,0,0,2,2,1,0,0,2,1,0,0,0,1,0,0,0,2,1,0,0,1,0,2,1,0,0,2,2,0,1,0,1,0,1,0,2,1,2,2,1,1,2,2,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,0,1,2,0,2,1,2,2,0,1,2,1,0,1,2,0
257;FINAL1;RANDOM;58.0;2.0;2.0;2.0;3.0; 1,-1,2,-1,1,2,-1,-1,2; 1,1,1,0,2,0,2,0,0,1,0,0,0,0,1,2,0,0,0,2,1,0,0,0,2,0,0,2,0,1,0,0,0,2,0,0,2,1,1,0,2,0,2,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,1,2,0,0,1,1,0,0,2,1,0,2,0,2,2,0,0,0,0,0,0,2
258;FINAL1;RANDOM;59.0;1.0;1.0;3.0;1.0; 1,-1,-1,1,2,-1,1,-1,-1; 0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,2,2,2,1,0,0,1,0,0,2,0,0,0,1,2,2,2,0,0,0,2,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,2,1,0,2,0,0,1,0,2
259;FINAL1;RANDOM;60.0;2.0;2.0;0.0;5.0; -1,2,-1,2,2,-1,2,2,-1; 0,1,2,0,2,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,1,2,0,0,2,1,1,0,0,1,2,0,0,0,2,2,2,1,0,2,0,1,2,2,0,0,2,0,0,1,1,2,0,2,1,2,0,0,0,2,1,1,0,2,2,1,1,1,0,1
260;FINAL1;RANDOM;61.0;1.0;1.0;5.0;1.0; 0,1,1,-1,2,0,1,1,1; 2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,2,0,2,2,0,0,2,0,1,0,0,1,2,2,0,1,0,2,0,0,2,2,0,0,2,1,0,0,1,0,0,0,2,0,1,2,0,0,1,0,1,1,1,1,0,2,0,2,1,0,0,2
261;FINAL1;RANDOM;62.0;2.0;1.0;4.0;5.0; 1,2,2,1,1,2,2,2,1; 1,1,1,2,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,0,2,1,1,0,1,1,1,0,1,0,0,1,1,2,2,1,2,2,2,2,1,0,1,0,2,1,0,0,2,0,1,0,0,2,1,1,1,2,0,0,0,0,2,2,2,1,2,0,0,0,0,2,0,1,0
262;FINAL1;RANDOM;63.0;1.0;1.0;3.0;1.0; -1,-1,1,-1,2,1,-1,-1,1; 0,0,2,0,0,0,1,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,1,0,1,0,0,1,2,0,0,0,2,2,2,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,1,0,2,2,0,0,0,2,0,0,0,1,1,1
263;FINAL1;RANDOM;64.0;2.0;1.0;3.0;4.0; 1,2,2,-1,1,-1,2,2,1; 2,0,0,0,2,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,2,0,0,0,0,0,1,1,1,1,2,2,2,1,0,1,0,2,0,0,0,0,2,2,2,1,1,0
264;FINAL1;RANDOM;65.0;1.0;1.0;5.0;2.0; 1,1,1,-1,2,1,1,-1,2; 0,0,1,0,0,1,1,0,2,0,1,0,0,0,1,1,0,2,1,2,2,0,0,1,1,0,0,0,2,0,2,2,2,1,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,2,2,2,0,2,0,1,1,0,0,0,0,1,1,1,2,0,0,2,0,1
265;FINAL1;RANDOM;66.0;2.0;2.0;1.0;5.0; 2,2,-1,2,2,1,2,-1,-1; 0,0,0,0,2,0,0,1,2,0,0,1,1,2,0,0,1,1,2,2,2,1,2,0,1,2,1,0,0,2,0,0,2,1,1,1,0,0,2,1,1,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,2,1,2,0,0,0,1,0,2,0,0,1,0,1,1,2,2,0,0,1,1,2,0,1,0
266;FINAL1;RANDOM;67.0;1.0;1.0;3.0;1.0; -1,-1,-1,-1,2,-1,1,1,1; 2,2,0,0,1,1,0,0,1,0,2,0,0,1,0,2,0,2,0,1,1,2,0,2,0,2,0,2,1,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,1,2,0,1,0,0,1,2,0,0,1,0,1,2,0,1,0,0,0,0,1,1,2,0
267;FINAL1;RANDOM;68.0;2.0;2.0;0.0;4.0; 2,0,2,2,-1,0,2,0,0; 2,0,0,1,0,0,2,2,2,1,2,0,0,2,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0,0,2,2,2,0,0,1,2,0,0,0,2,1,0,0,1,1,0,0,0,2,0,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0
268;FINAL1;RANDOM;69.0;1.0;1.0;3.0;2.0; 1,1,1,-1,2,-1,-1,-1,2; 1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,2,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,2,2,2,2,2,0,2,0,1,0,2,1,0,1,0,0,2,0,1,0,2,2
269;FINAL1;RANDOM;70.0;2.0;2.0;1.0;4.0; 2,2,2,-1,1,-1,2,-1,-1; 2,0,1,2,0,1,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,2,2,2,2,1,0,0,1,1,1,0,0,1,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,2,0,1,0,2,0,2,0,1,2,0,0,1,2,0,1,1
270;FINAL1;RANDOM;71.0;1.0;1.0;4.0;1.0; 1,0,-1,0,1,2,0,1,1; 0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,0,1,0,0,0,2,0,1,2,1,2,0,0,0,1,2,2,1,2,0,2,2,2,2,2,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
271;FINAL1;RANDOM;72.0;2.0;2.0;2.0;6.0; 2,2,2,2,1,2,-1,2,1; 0,0,2,0,0,2,2,0,0,1,2,1,1,2,2,1,2,1,2,0,1,0,0,2,0,1,2,0,2,2,0,1,0,2,0,0,1,2,0,0,1,1,2,1,1,2,0,0,1,1,0,2,0,2,1,0,1,0,0,2,1,1,1,1,1,0,0,2,2,0,0,0,0,0,2,0,0,2,0,1,0
272;FINAL1;RANDOM;73.0;1.0;1.0;4.0;0.0; 0,0,-1,1,1,1,0,1,0; 1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,1,1,0,0,2,2,1,1,0,0,0,1,0,2,1,2,0,1,0,0,0,1,1,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,1,0,2,0,2,2,0,0,1,0,0,0,2,0
273;FINAL1;RANDOM;74.0;2.0;2.0;0.0;3.0; -1,0,0,2,2,2,0,0,0; 1,0,2,0,0,0,0,1,1,0,2,1,2,0,0,0,1,0,0,0,0,0,2,0,2,2,0,2,0,0,2,0,1,0,0,2,1,2,0,2,2,1,0,1,2,0,1,2,0,1,2,0,0,2,2,0,0,0,1,2,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,2,1,0,2,0
274;FINAL1;RANDOM;75.0;1.0;1.0;5.0;1.0; 1,-1,-1,1,1,-1,1,1,2; 0,0,1,0,0,0,0,0,0,2,2,1,2,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,1,0,1,0,0,0,2,0,0,1,0,2,1,0,0,0,0,2,1,0,2,2,1,2,0,1,1,0,0,0,0,1,2,0,2,1,2,2,0,0,1,0,2,0,1,0,0,1,2,1,2,2,1
275;FINAL1;RANDOM;76.0;2.0;2.0;0.0;5.0; 2,2,2,2,0,2,-1,0,0; 0,2,0,0,0,1,0,1,2,0,2,0,0,0,0,1,2,0,0,2,0,2,2,2,2,0,0,1,0,2,1,1,0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,0,1,0,1,2,2,2,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0
